time,Year,Month,pr
2042-07-31,2042,7,129.29306920405313
2042-08-31,2042,8,153.1244621298651
2042-09-30,2042,9,204.1924353093632
2042-10-31,2042,10,267.03561610736057
2042-11-30,2042,11,239.2947255081096
2042-12-31,2042,12,111.12901916795805
2043-01-31,2043,1,122.99735061072415
2043-02-28,2043,2,180.11817869325492
2043-03-31,2043,3,193.81760584988874
2043-04-30,2043,4,310.224360753283
2043-05-31,2043,5,176.06546363103752
2043-06-30,2043,6,150.8507546164576
2043-07-31,2043,7,73.4750331144774
2043-08-31,2043,8,167.7785504434586
2043-09-30,2043,9,288.988934751013
2043-10-31,2043,10,347.9458653227442
2043-11-30,2043,11,217.4496101106234
2043-12-31,2043,12,72.58168426388845
2044-01-31,2044,1,80.82741259639137
2044-02-29,2044,2,109.77445316172299
2044-03-31,2044,3,229.22396820136265
2044-04-30,2044,4,343.4977728342736
2044-05-31,2044,5,247.21017929938645
2044-06-30,2044,6,101.66739223390705
2044-07-31,2044,7,66.47773028932174
2044-08-31,2044,8,158.46587359829206
2044-09-30,2044,9,329.6329140064647
2044-10-31,2044,10,358.22498565749515
2044-11-30,2044,11,295.02492724063086
2044-12-31,2044,12,205.78405557533702
2045-01-31,2045,1,120.18160993367343
2045-02-28,2045,2,165.8133522795337
2045-03-31,2045,3,169.07969504591506
2045-04-30,2045,4,186.7772168348017
2045-05-31,2045,5,165.7241225951626
2045-06-30,2045,6,103.29238821173905
2045-07-31,2045,7,183.43475306731239
2045-08-31,2045,8,204.59398483526954
2045-09-30,2045,9,272.89526487672424
2045-10-31,2045,10,247.44216316262037
2045-11-30,2045,11,228.6946934163002
2045-12-31,2045,12,144.63484893631158
2046-01-31,2046,1,126.33319829427037
2046-02-28,2046,2,141.1145450742337
2046-03-31,2046,3,206.54516278927443
2046-04-30,2046,4,361.1691856369874
2046-05-31,2046,5,254.3412657748163
2046-06-30,2046,6,220.91060071784733
2046-07-31,2046,7,119.71150675178068
2046-08-31,2046,8,281.3380631536694
2046-09-30,2046,9,315.04891971709344
2046-10-31,2046,10,334.2164572064682
2046-11-30,2046,11,217.02811497747732
2046-12-31,2046,12,172.21874956360153
2047-01-31,2047,1,139.66910813885218
2047-02-28,2047,2,123.76368712122857
2047-03-31,2047,3,195.86389972720178
2047-04-30,2047,4,267.2235505490232
2047-05-31,2047,5,221.11944901436996
2047-06-30,2047,6,128.77311190639668
2047-07-31,2047,7,72.99358182154515
2047-08-31,2047,8,139.49976427034304
2047-09-30,2047,9,249.71696343074123
2047-10-31,2047,10,301.6706117109972
2047-11-30,2047,11,274.3461964524382
2047-12-31,2047,12,63.399072150753796
2048-01-31,2048,1,67.33615531697279
2048-02-29,2048,2,114.72903119790301
2048-03-31,2048,3,193.60256132077427
2048-04-30,2048,4,265.0021662927124
2048-05-31,2048,5,261.19434516789727
2048-06-30,2048,6,148.23471503280524
2048-07-31,2048,7,107.63581791883198
2048-08-31,2048,8,104.33555041251894
2048-09-30,2048,9,205.81968938014725
2048-10-31,2048,10,272.8991117501866
2048-11-30,2048,11,176.50409320973588
2048-12-31,2048,12,128.06470366138706
2049-01-31,2049,1,91.89422033112564
2049-02-28,2049,2,137.9941468618842
2049-03-31,2049,3,198.69654978947545
2049-04-30,2049,4,255.54472712436745
2049-05-31,2049,5,183.87921905711664
2049-06-30,2049,6,93.81424267543656
2049-07-31,2049,7,119.58871122140552
2049-08-31,2049,8,154.04153037109245
2049-09-30,2049,9,273.5296220594295
2049-10-31,2049,10,230.9337217669549
2049-11-30,2049,11,224.14861205575284
2049-12-31,2049,12,138.72754034817441
2050-01-31,2050,1,43.31433031312866
2050-02-28,2050,2,161.65092985589746
2050-03-31,2050,3,144.78306486768383
2050-04-30,2050,4,213.65734431817333
2050-05-31,2050,5,245.8165644640193
2050-06-30,2050,6,164.48319167095207
2050-07-31,2050,7,145.29559141121297
2050-08-31,2050,8,220.0768822017071
2050-09-30,2050,9,260.18056006221906
2050-10-31,2050,10,316.4160762866982
2050-11-30,2050,11,293.99659095714725
2050-12-31,2050,12,184.39660707117403
2051-01-31,2051,1,110.26863979676867
2051-02-28,2051,2,205.82114808167728
2051-03-31,2051,3,282.4813441192397
2051-04-30,2051,4,254.54733440301928
2051-05-31,2051,5,295.50185413286795
2051-06-30,2051,6,155.60538133088974
2051-07-31,2051,7,81.06812514955638
2051-08-31,2051,8,247.35227995258933
2051-09-30,2051,9,328.7617313277963
2051-10-31,2051,10,312.79248891483036
2051-11-30,2051,11,208.64307855688867
2051-12-31,2051,12,134.33144006994905
2052-01-31,2052,1,116.89983631378469
2052-02-29,2052,2,183.4859126239645
2052-03-31,2052,3,175.74098612703708
2052-04-30,2052,4,244.48130461322546
2052-05-31,2052,5,165.84829232375355
2052-06-30,2052,6,118.07823032069324
2052-07-31,2052,7,55.50465731738606
2052-08-31,2052,8,170.33724074395815
2052-09-30,2052,9,198.1579944657594
2052-10-31,2052,10,302.9551366135089
2052-11-30,2052,11,250.14072876307685
2052-12-31,2052,12,176.9395400291073
2053-01-31,2053,1,196.578766609513
2053-02-28,2053,2,82.72065205324971
2053-03-31,2053,3,202.06288647851625
2053-04-30,2053,4,134.04488332386518
2053-05-31,2053,5,143.64356444719752
2053-06-30,2053,6,147.10981003945236
2053-07-31,2053,7,133.2963791734938
2053-08-31,2053,8,100.2743462378553
2053-09-30,2053,9,289.2341727905157
2053-10-31,2053,10,313.4587389746956
2053-11-30,2053,11,216.13435505994164
2053-12-31,2053,12,86.07697746903635
2054-01-31,2054,1,93.90796243662216
2054-02-28,2054,2,159.35810702663926
2054-03-31,2054,3,287.9619280584801
2054-04-30,2054,4,190.56684149132457
2054-05-31,2054,5,173.25789615119587
2054-06-30,2054,6,122.65551048423218
2054-07-31,2054,7,127.39780194732951
2054-08-31,2054,8,125.21061450853881
2054-09-30,2054,9,226.70845465160673
2054-10-31,2054,10,311.45369214284
2054-11-30,2054,11,219.32568409394514
2054-12-31,2054,12,157.3456518253292
2055-01-31,2055,1,85.73393854004622
2055-02-28,2055,2,155.0711221949807
2055-03-31,2055,3,213.14220977632624
2055-04-30,2055,4,286.74419749631386
2055-05-31,2055,5,288.7590342008542
2055-06-30,2055,6,148.8620109146503
2055-07-31,2055,7,68.90134310394762
2055-08-31,2055,8,121.05406766993362
2055-09-30,2055,9,265.51850279395427
2055-10-31,2055,10,322.57976428997097
2055-11-30,2055,11,193.41057919231142
2055-12-31,2055,12,108.01762728834409
2056-01-31,2056,1,96.41650565735861
2056-02-29,2056,2,166.84599270462215
2056-03-31,2056,3,237.61271197339033
2056-04-30,2056,4,254.81218681969818
2056-05-31,2056,5,155.61318813494566
2056-06-30,2056,6,173.08348417522632
2056-07-31,2056,7,89.24440631266161
2056-08-31,2056,8,134.65790698080838
2056-09-30,2056,9,229.5845488595752
2056-10-31,2056,10,272.59763389085657
2056-11-30,2056,11,241.37130194734226
2056-12-31,2056,12,131.87618405893267
2057-01-31,2057,1,48.53422360259575
2057-02-28,2057,2,71.32454341325214
2057-03-31,2057,3,231.8569869614209
2057-04-30,2057,4,163.60581206651827
2057-05-31,2057,5,230.20916563711367
2057-06-30,2057,6,101.01597303248458
2057-07-31,2057,7,56.909831777752146
2057-08-31,2057,8,260.2230373490571
2057-09-30,2057,9,239.4165974290546
2057-10-31,2057,10,276.58419755918015
2057-11-30,2057,11,274.08161016635495
2057-12-31,2057,12,91.33734507399886
2058-01-31,2058,1,106.081422492408
2058-02-28,2058,2,147.42121578267015
2058-03-31,2058,3,148.1552743460381
2058-04-30,2058,4,221.57993262758276
2058-05-31,2058,5,185.45927355058575
2058-06-30,2058,6,137.2690009224915
2058-07-31,2058,7,95.82510779172694
2058-08-31,2058,8,167.6982905465552
2058-09-30,2058,9,297.5710028824018
2058-10-31,2058,10,235.71650256787893
2058-11-30,2058,11,222.61721251375639
2058-12-31,2058,12,234.64168106862863
2059-01-31,2059,1,80.70638742845514
2059-02-28,2059,2,145.03759221542185
2059-03-31,2059,3,178.08109271173615
2059-04-30,2059,4,194.91194133280948
2059-05-31,2059,5,236.22287510850825
2059-06-30,2059,6,150.40055420934232
2059-07-31,2059,7,146.63584155689392
2059-08-31,2059,8,184.65855558311623
2059-09-30,2059,9,220.58758502574116
2059-10-31,2059,10,325.4930741527581
2059-11-30,2059,11,234.8082115943244
2059-12-31,2059,12,93.8812199019972
2060-01-31,2060,1,143.57163788995788
2060-02-29,2060,2,176.94078049964807
2060-03-31,2060,3,186.6529775034267
2060-04-30,2060,4,230.7723711641184
2060-05-31,2060,5,202.48793151486913
2060-06-30,2060,6,107.36695438172366
2060-07-31,2060,7,51.24485940864458
2060-08-31,2060,8,170.78912600161084
2060-09-30,2060,9,215.75013610317828
2060-10-31,2060,10,379.82260888838556
2060-11-30,2060,11,136.251417116667
2060-12-31,2060,12,102.7613358030901
2061-01-31,2061,1,66.28988897587426
2061-02-28,2061,2,126.60539508312847
2061-03-31,2061,3,242.68196040723885
2061-04-30,2061,4,252.03774291499687
2061-05-31,2061,5,242.32560610318862
2061-06-30,2061,6,122.52682881627567
2061-07-31,2061,7,135.52354767997144
2061-08-31,2061,8,171.72049455153842
2061-09-30,2061,9,214.82165112164287
2061-10-31,2061,10,293.1223868593589
2061-11-30,2061,11,244.401945020183
2061-12-31,2061,12,193.26448976759633
2062-01-31,2062,1,92.61676205147246
2062-02-28,2062,2,66.35270551334209
2062-03-31,2062,3,195.15600650358328
2062-04-30,2062,4,205.6585662761971
2062-05-31,2062,5,139.10306437272925
2062-06-30,2062,6,81.87112821108461
2062-07-31,2062,7,161.90898029484322
2062-08-31,2062,8,119.41374637760222
2062-09-30,2062,9,276.55164879772633
2062-10-31,2062,10,265.29172100688334
2062-11-30,2062,11,229.81581415101962
2062-12-31,2062,12,174.9553150662572
2063-01-31,2063,1,74.80635735660256
2063-02-28,2063,2,112.52484236206887
2063-03-31,2063,3,187.33381330744425
2063-04-30,2063,4,193.66769569023825
2063-05-31,2063,5,248.58788313993176
2063-06-30,2063,6,143.0836599384858
2063-07-31,2063,7,170.17250571783322
2063-08-31,2063,8,184.87626452508238
2063-09-30,2063,9,245.1126174093256
2063-10-31,2063,10,259.6652222288236
2063-11-30,2063,11,305.6343771994066
2063-12-31,2063,12,169.19716462525375
2064-01-31,2064,1,81.2989888410675
2064-02-29,2064,2,113.42756740358877
2064-03-31,2064,3,227.72344859519768
2064-04-30,2064,4,259.6121194849948
2064-05-31,2064,5,174.85039431577363
2064-06-30,2064,6,115.72315755909966
2064-07-31,2064,7,60.71063684938369
2064-08-31,2064,8,158.9886680908701
2064-09-30,2064,9,261.4791209135123
2064-10-31,2064,10,257.6288693768605
2064-11-30,2064,11,229.84169163194795
2064-12-31,2064,12,162.0802259674336
2065-01-31,2065,1,156.1360574562415
2065-02-28,2065,2,63.04845169201924
2065-03-31,2065,3,304.88666802768887
2065-04-30,2065,4,120.95839611629276
2065-05-31,2065,5,315.1240956322233
2065-06-30,2065,6,99.33665075236883
2065-07-31,2065,7,105.87679950525252
2065-08-31,2065,8,170.20225350035014
2065-09-30,2065,9,211.6908440312066
2065-10-31,2065,10,228.74589642983324
2065-11-30,2065,11,208.59907232855105
2065-12-31,2065,12,106.44033474826978
2066-01-31,2066,1,76.49408555890129
2066-02-28,2066,2,178.0462771599438
2066-03-31,2066,3,224.97451126312404
2066-04-30,2066,4,253.28811104392733
2066-05-31,2066,5,201.7157128099128
2066-06-30,2066,6,97.4581176498034
2066-07-31,2066,7,91.70494497730364
2066-08-31,2066,8,245.27934183431537
2066-09-30,2066,9,270.1568726230281
2066-10-31,2066,10,282.8860035883437
2066-11-30,2066,11,182.34722949995626
2066-12-31,2066,12,132.55679425654813
2067-01-31,2067,1,50.81365664997882
2067-02-28,2067,2,157.80883256685425
2067-03-31,2067,3,181.2919047974758
2067-04-30,2067,4,203.1770307568817
2067-05-31,2067,5,158.18107092830172
2067-06-30,2067,6,127.35944536643174
2067-07-31,2067,7,124.03954013541133
2067-08-31,2067,8,181.56847231319128
2067-09-30,2067,9,262.24521953281334
2067-10-31,2067,10,259.5050776947937
2067-11-30,2067,11,207.94246902459133
2067-12-31,2067,12,164.82728704940848
2068-01-31,2068,1,74.60345454060126
2068-02-29,2068,2,176.51323264927873
2068-03-31,2068,3,198.89023071785724
2068-04-30,2068,4,223.52134589183146
2068-05-31,2068,5,253.45352123380815
2068-06-30,2068,6,138.60038947268532
2068-07-31,2068,7,109.96645103414214
2068-08-31,2068,8,223.38599937311784
2068-09-30,2068,9,279.70787600838173
2068-10-31,2068,10,275.7576042032125
2068-11-30,2068,11,284.9858069396323
2068-12-31,2068,12,53.81688073881256
2069-01-31,2069,1,51.02917238143196
2069-02-28,2069,2,123.78761073556386
2069-03-31,2069,3,244.07475221048117
2069-04-30,2069,4,246.60617057321505
2069-05-31,2069,5,266.51486457931065
2069-06-30,2069,6,137.0373686882607
2069-07-31,2069,7,54.160630494276724
2069-08-31,2069,8,158.49522716164665
2069-09-30,2069,9,140.6175469393014
2069-10-31,2069,10,315.61790452708135
2069-11-30,2069,11,203.38725336846537
2069-12-31,2069,12,168.49661032506197
2070-01-31,2070,1,69.19114783839937
2070-02-28,2070,2,131.8072056593929
2070-03-31,2070,3,207.43117008791458
2070-04-30,2070,4,230.3698862665417
2070-05-31,2070,5,219.25223303882112
2070-06-30,2070,6,63.3717255468533
2070-07-31,2070,7,86.6099390967131
2070-08-31,2070,8,101.08461945538154
2070-09-30,2070,9,209.39109191298283
2070-10-31,2070,10,246.31828245067481
2070-11-30,2070,11,252.91564009113776
2070-12-31,2070,12,79.12174380866618
2071-01-31,2071,1,120.48682263471227
2071-02-28,2071,2,128.60981838335218
2071-03-31,2071,3,197.75722596533532
2071-04-30,2071,4,163.57671707338304
2071-05-31,2071,5,154.40229421575282
2071-06-30,2071,6,108.88036965848488
2071-07-31,2071,7,102.45017805517422
2071-08-31,2071,8,144.0711771575671
2071-09-30,2071,9,249.09191458784085
2071-10-31,2071,10,265.79420199390967
2071-11-30,2071,11,234.88425125792895
2071-12-31,2071,12,118.71482326763974
2072-01-31,2072,1,71.1096230405982
2072-02-29,2072,2,153.29458810614028
2072-03-31,2072,3,222.4604757293512
2072-04-30,2072,4,198.45656128072676
2072-05-31,2072,5,197.09024750132406
2072-06-30,2072,6,100.20783881651306
2072-07-31,2072,7,76.79611986690155
2072-08-31,2072,8,222.94860038280186
2072-09-30,2072,9,220.3947489867992
2072-10-31,2072,10,315.7446417284533
2072-11-30,2072,11,184.05994748425684
2072-12-31,2072,12,118.98276119164561
2073-01-31,2073,1,115.19587629542393
2073-02-28,2073,2,132.45041092670246
2073-03-31,2073,3,173.52411855001856
2073-04-30,2073,4,306.5403884884944
2073-05-31,2073,5,163.49543825175508
2073-06-30,2073,6,135.4108072343927
2073-07-31,2073,7,162.38475398202272
2073-08-31,2073,8,195.73367609904486
2073-09-30,2073,9,175.52070920416463
2073-10-31,2073,10,250.71142748720473
2073-11-30,2073,11,155.9455278137493
2073-12-31,2073,12,179.15293381382136
2074-01-31,2074,1,94.89029234150742
2074-02-28,2074,2,130.84985391382605
2074-03-31,2074,3,188.12895059330768
2074-04-30,2074,4,207.41733221808792
2074-05-31,2074,5,241.67834682552083
2074-06-30,2074,6,169.04196444879906
2074-07-31,2074,7,122.34444018465089
2074-08-31,2074,8,233.45590660775912
2074-09-30,2074,9,304.06839107019994
2074-10-31,2074,10,283.27926461320703
2074-11-30,2074,11,166.47584442910704
2074-12-31,2074,12,164.40783290921328
2075-01-31,2075,1,153.605288036493
2075-02-28,2075,2,205.5826577129503
2075-03-31,2075,3,153.49581270105
2075-04-30,2075,4,302.1760757711447
2075-05-31,2075,5,204.61999805107195
2075-06-30,2075,6,117.99148884260278
2075-07-31,2075,7,64.48894875010727
2075-08-31,2075,8,147.22842379778737
2075-09-30,2075,9,236.0737141537073
2075-10-31,2075,10,210.25858820738034
2075-11-30,2075,11,235.52902660555267
2075-12-31,2075,12,166.4818356403967
2076-01-31,2076,1,48.24588884892989
2076-02-29,2076,2,162.35680850581292
2076-03-31,2076,3,224.20904649673597
2076-04-30,2076,4,180.0138154157906
2076-05-31,2076,5,297.1471539683543
2076-06-30,2076,6,107.15017638289027
2076-07-31,2076,7,113.09755818857184
2076-08-31,2076,8,105.76694031866488
2076-09-30,2076,9,263.55071075130485
2076-10-31,2076,10,265.92940499626786
2076-11-30,2076,11,210.45021981498195
2076-12-31,2076,12,96.54240474066329
2077-01-31,2077,1,98.59959062878193
2077-02-28,2077,2,142.8223850581938
2077-03-31,2077,3,221.67069436396937
2077-04-30,2077,4,148.14037258745532
2077-05-31,2077,5,197.20403437925154
2077-06-30,2077,6,117.01734666102985
2077-07-31,2077,7,68.64859960229985
2077-08-31,2077,8,232.9298068428675
2077-09-30,2077,9,304.3040077486475
2077-10-31,2077,10,290.41369274013095
2077-11-30,2077,11,210.8670307415837
2077-12-31,2077,12,148.2755937084495
2078-01-31,2078,1,181.53861697931634
2078-02-28,2078,2,108.24078728919007
2078-03-31,2078,3,235.63169653417333
2078-04-30,2078,4,252.64720172851935
2078-05-31,2078,5,177.2349882630961
2078-06-30,2078,6,173.8775761264199
2078-07-31,2078,7,95.65743547489922
2078-08-31,2078,8,147.87186838422778
2078-09-30,2078,9,256.47248906921413
2078-10-31,2078,10,257.671703878287
2078-11-30,2078,11,275.10376078951674
2078-12-31,2078,12,97.00006169745078
2079-01-31,2079,1,109.26962766425588
2079-02-28,2079,2,191.01615861848228
2079-03-31,2079,3,240.72928968706313
2079-04-30,2079,4,146.43821109283925
2079-05-31,2079,5,165.04176375785278
2079-06-30,2079,6,53.50791515251628
2079-07-31,2079,7,141.75970733805215
2079-08-31,2079,8,95.23633698141789
2079-09-30,2079,9,238.87649203896552
2079-10-31,2079,10,288.22510229997687
2079-11-30,2079,11,300.5393739446994
2079-12-31,2079,12,168.93237041065055
2080-01-31,2080,1,38.961934452690265
2080-02-29,2080,2,53.38718758521516
2080-03-31,2080,3,246.3369272903368
2080-04-30,2080,4,270.43976473411936
2080-05-31,2080,5,211.78351898749892
2080-06-30,2080,6,125.98692434009902
2080-07-31,2080,7,72.6608620721606
2080-08-31,2080,8,175.2806386219467
2080-09-30,2080,9,215.096649202584
2080-10-31,2080,10,308.6374521777164
2080-11-30,2080,11,216.73224818447093
2080-12-31,2080,12,144.97697661499052
2081-01-31,2081,1,132.97401311706358
2081-02-28,2081,2,101.72123777481313
2081-03-31,2081,3,149.4564363789662
2081-04-30,2081,4,281.23735284542846
2081-05-31,2081,5,233.7500676138785
2081-06-30,2081,6,194.06163923293366
2081-07-31,2081,7,105.18117994412783
2081-08-31,2081,8,170.6931749172124
2081-09-30,2081,9,251.77006912986127
2081-10-31,2081,10,278.28118007059805
2081-11-30,2081,11,229.00838821785618
2081-12-31,2081,12,179.0975947405503
2082-01-31,2082,1,85.85417103564983
2082-02-28,2082,2,135.1490284249294
2082-03-31,2082,3,130.56386492749746
2082-04-30,2082,4,245.6853783002744
2082-05-31,2082,5,146.1248100750893
2082-06-30,2082,6,76.64211128405317
2082-07-31,2082,7,43.82876251224487
2082-08-31,2082,8,145.41671248501387
2082-09-30,2082,9,211.99938728679447
2082-10-31,2082,10,282.3758956293547
2082-11-30,2082,11,175.3673443921067
2082-12-31,2082,12,105.68211491948895
2083-01-31,2083,1,43.51983132080296
2083-02-28,2083,2,110.83826706656939
2083-03-31,2083,3,175.45987548203448
2083-04-30,2083,4,251.20687550574775
2083-05-31,2083,5,263.46640581677747
2083-06-30,2083,6,55.29814218898833
2083-07-31,2083,7,86.44142197772582
2083-08-31,2083,8,186.165200244906
2083-09-30,2083,9,212.3362230869221
2083-10-31,2083,10,263.33901372931416
2083-11-30,2083,11,231.240139740335
2083-12-31,2083,12,112.92435352360766
2084-01-31,2084,1,127.22894675724699
2084-02-29,2084,2,101.0851668991698
2084-03-31,2084,3,213.56431392318376
2084-04-30,2084,4,252.79270416862013
2084-05-31,2084,5,168.96705764479776
2084-06-30,2084,6,90.72568058592145
2084-07-31,2084,7,64.92655570643413
2084-08-31,2084,8,151.90259921889418
2084-09-30,2084,9,268.4048877412486
2084-10-31,2084,10,318.4719608329844
2084-11-30,2084,11,204.8448191907003
2084-12-31,2084,12,173.3949888960759
2085-01-31,2085,1,76.10640796844805
2085-02-28,2085,2,191.200729477789
2085-03-31,2085,3,187.88367692242437
2085-04-30,2085,4,215.67378281205163
2085-05-31,2085,5,148.74993541738883
2085-06-30,2085,6,148.5879996683731
2085-07-31,2085,7,197.88276710112686
2085-08-31,2085,8,188.49475190757354
2085-09-30,2085,9,285.4582837909923
2085-10-31,2085,10,269.9968684087116
2085-11-30,2085,11,303.6824010413151
2085-12-31,2085,12,135.7964156251771
2086-01-31,2086,1,36.720882122642614
2086-02-28,2086,2,99.80134877136311
2086-03-31,2086,3,250.44468752728955
2086-04-30,2086,4,156.79763060685292
2086-05-31,2086,5,240.77562759669522
2086-06-30,2086,6,174.93055282258817
2086-07-31,2086,7,220.48128557915922
2086-08-31,2086,8,150.30628953856194
2086-09-30,2086,9,316.66882591947484
2086-10-31,2086,10,291.04631012454325
2086-11-30,2086,11,231.70089855906468
2086-12-31,2086,12,198.1695954122032
2087-01-31,2087,1,105.56839615377723
2087-02-28,2087,2,74.69163162533482
2087-03-31,2087,3,219.51828581133907
2087-04-30,2087,4,161.58735524644138
2087-05-31,2087,5,181.5492835075054
2087-06-30,2087,6,193.2498686906349
2087-07-31,2087,7,138.21679540872657
2087-08-31,2087,8,136.91995102725107
2087-09-30,2087,9,238.80473914458082
2087-10-31,2087,10,281.9910793830292
2087-11-30,2087,11,217.97574792975746
2087-12-31,2087,12,145.25544605742542
2088-01-31,2088,1,36.86765884205256
2088-02-29,2088,2,104.82802086593667
2088-03-31,2088,3,171.03371734125238
2088-04-30,2088,4,258.570732138199
2088-05-31,2088,5,285.7218553809939
2088-06-30,2088,6,96.43257474222712
2088-07-31,2088,7,134.6595453464415
2088-08-31,2088,8,165.52790589529218
2088-09-30,2088,9,244.2616112349848
2088-10-31,2088,10,285.6426758579451
2088-11-30,2088,11,265.42952810753303
2088-12-31,2088,12,172.5131588686682
2089-01-31,2089,1,62.48166559633175
2089-02-28,2089,2,108.88657812329612
2089-03-31,2089,3,259.91881333819
2089-04-30,2089,4,234.04121612090995
2089-05-31,2089,5,305.8788915502133
2089-06-30,2089,6,136.62279465824054
2089-07-31,2089,7,136.45721545610746
2089-08-31,2089,8,131.0943456390877
2089-09-30,2089,9,143.67166233566013
2089-10-31,2089,10,250.66428809121902
2089-11-30,2089,11,314.6770190886045
2089-12-31,2089,12,144.20527678481517
2090-01-31,2090,1,121.49702438356853
2090-02-28,2090,2,155.0384724914582
2090-03-31,2090,3,257.29177951947884
2090-04-30,2090,4,178.2943212591314
2090-05-31,2090,5,191.500707540375
2090-06-30,2090,6,78.15015360747864
2090-07-31,2090,7,74.45795886765094
2090-08-31,2090,8,181.63684498840365
2090-09-30,2090,9,352.8923050992803
2090-10-31,2090,10,200.4398823475192
2090-11-30,2090,11,239.5993039661735
2090-12-31,2090,12,218.00659026302074
2091-01-31,2091,1,60.66214781890791
2091-02-28,2091,2,90.6448190999733
2091-03-31,2091,3,294.29228658630365
2091-04-30,2091,4,242.53876469365863
2091-05-31,2091,5,196.6280187883884
2091-06-30,2091,6,95.70091908867686
2091-07-31,2091,7,138.1127305312715
2091-08-31,2091,8,153.49537821171583
2091-09-30,2091,9,188.1871622152839
2091-10-31,2091,10,211.65128697298508
2091-11-30,2091,11,233.2980168808031
2091-12-31,2091,12,146.50096305788156
2092-01-31,2092,1,82.92197723716701
2092-02-29,2092,2,94.45938104113105
2092-03-31,2092,3,197.25892237486565
2092-04-30,2092,4,233.67620936584572
2092-05-31,2092,5,305.25419922947344
2092-06-30,2092,6,81.02462928505972
2092-07-31,2092,7,92.39366846740212
2092-08-31,2092,8,166.82713876622427
2092-09-30,2092,9,215.9295766463993
2092-10-31,2092,10,311.4545507721417
2092-11-30,2092,11,321.62951367267306
2092-12-31,2092,12,122.26128947170919
2093-01-31,2093,1,67.02826695391862
2093-02-28,2093,2,63.337665623389114
2093-03-31,2093,3,232.02268775196868
2093-04-30,2093,4,167.47371716188826
2093-05-31,2093,5,227.96072814627811
2093-06-30,2093,6,94.29371303578887
2093-07-31,2093,7,118.3871905634912
2093-08-31,2093,8,112.39019760338667
2093-09-30,2093,9,226.94089079343638
2093-10-31,2093,10,244.070977030507
2093-11-30,2093,11,266.92089925538806
2093-12-31,2093,12,118.849792061703
2094-01-31,2094,1,120.71746921110449
2094-02-28,2094,2,157.2045417896505
2094-03-31,2094,3,270.8908048552442
2094-04-30,2094,4,234.03655240918906
2094-05-31,2094,5,186.72597491293976
2094-06-30,2094,6,110.40831294872811
2094-07-31,2094,7,72.03020309908364
2094-08-31,2094,8,213.49538681163915
2094-09-30,2094,9,184.77468831858334
2094-10-31,2094,10,209.34097300151745
2094-11-30,2094,11,260.90312567231814
2094-12-31,2094,12,124.44221496806918
2095-01-31,2095,1,132.61854198238052
2095-02-28,2095,2,193.56264571667384
2095-03-31,2095,3,220.61597034586882
2095-04-30,2095,4,198.35246617063743
2095-05-31,2095,5,157.14407741853503
2095-06-30,2095,6,52.45010852150503
2095-07-31,2095,7,134.98885892253733
2095-08-31,2095,8,146.2253982849219
2095-09-30,2095,9,177.66120552668644
2095-10-31,2095,10,233.9631881205006
2095-11-30,2095,11,270.7135433153367
2095-12-31,2095,12,142.50045330441574
2096-01-31,2096,1,123.41587011265112
2096-02-29,2096,2,167.18446869365704
2096-03-31,2096,3,182.7238105515181
2096-04-30,2096,4,202.92882124130549
2096-05-31,2096,5,165.77853073744873
2096-06-30,2096,6,71.5021231290456
2096-07-31,2096,7,39.94781353558135
2096-08-31,2096,8,167.12805269613892
2096-09-30,2096,9,204.11649991604713
2096-10-31,2096,10,277.0049680790463
2096-11-30,2096,11,226.14308709896196
2096-12-31,2096,12,88.86917171049951
2097-01-31,2097,1,75.06579144132213
2097-02-28,2097,2,71.812144095723
2097-03-31,2097,3,194.2912849264108
2097-04-30,2097,4,286.0495927436869
2097-05-31,2097,5,182.29349252433929
2097-06-30,2097,6,42.41430503940258
2097-07-31,2097,7,101.95643016706111
2097-08-31,2097,8,125.83411228587592
2097-09-30,2097,9,206.84039096575998
2097-10-31,2097,10,213.38515884164988
2097-11-30,2097,11,275.9474096947831
2097-12-31,2097,12,133.05929605441816
2098-01-31,2098,1,84.63559114153855
2098-02-28,2098,2,137.48906892259805
2098-03-31,2098,3,170.49036751327318
2098-04-30,2098,4,216.0222202175279
2098-05-31,2098,5,96.99275178217034
2098-06-30,2098,6,112.69277302356097
2098-07-31,2098,7,53.696003692952374
2098-08-31,2098,8,144.57235443209228
2098-09-30,2098,9,167.40756802835017
2098-10-31,2098,10,248.90376382238207
2098-11-30,2098,11,262.37255772941626
2098-12-31,2098,12,170.69038210674935
2099-01-31,2099,1,93.47905884797524
2099-02-28,2099,2,135.79112366417365
2099-03-31,2099,3,194.61043708589617
2099-04-30,2099,4,209.78120437482337
2099-05-31,2099,5,137.35059775711525
2099-06-30,2099,6,73.5429285361618
2099-07-31,2099,7,114.05572166768366
2099-08-31,2099,8,186.00423662996516
2099-09-30,2099,9,182.60292330585375
2099-10-31,2099,10,262.94626416444254
2099-11-30,2099,11,276.6101415519314
2099-12-31,2099,12,131.4055575006973
2100-01-31,2100,1,151.05351354587467
2100-02-28,2100,2,189.36219340205236
2100-03-31,2100,3,233.2649159637101
2100-04-30,2100,4,237.27599432572188
2100-05-31,2100,5,139.13866988542145
2100-06-30,2100,6,132.64109548353377
2100-07-31,2100,7,212.54335396227182
2100-08-31,2100,8,280.43585524764467
2100-09-30,2100,9,266.92456350386334
2100-10-31,2100,10,288.2215798873476
