time,Year,Month,tas
2043-02-28,2043,2,19.946526933517223
2043-03-31,2043,3,20.449780885330732
2043-04-30,2043,4,19.89883652235218
2043-05-31,2043,5,20.209017647153413
2043-06-30,2043,6,19.955052574847226
2043-07-31,2043,7,19.880072235753694
2043-08-31,2043,8,20.073923478492993
2043-09-30,2043,9,19.989950728958533
2043-10-31,2043,10,19.174878065316246
2043-11-30,2043,11,19.38690002066735
2043-12-31,2043,12,19.76277714154816
2044-01-31,2044,1,20.098677780758496
2044-02-29,2044,2,20.453860884648446
2044-03-31,2044,3,20.237144972805673
2044-04-30,2044,4,19.365891371284775
2044-05-31,2044,5,19.579553166383057
2044-06-30,2044,6,19.75834080749712
2044-07-31,2044,7,18.871345694131346
2044-08-31,2044,8,19.801292467950063
2044-09-30,2044,9,18.984085160762902
2044-10-31,2044,10,18.847937697802728
2044-11-30,2044,11,18.733141938527243
2044-12-31,2044,12,18.580324428608954
2045-01-31,2045,1,19.221378504895636
2045-02-28,2045,2,19.49795674947748
2045-03-31,2045,3,19.99379194160734
2045-04-30,2045,4,19.975882274687226
2045-05-31,2045,5,18.88624655591769
2045-06-30,2045,6,19.572161184271504
2045-07-31,2045,7,19.422017868645685
2045-08-31,2045,8,19.07410753543796
2045-09-30,2045,9,19.437210879350257
2045-10-31,2045,10,19.35148020096379
2045-11-30,2045,11,19.045526520946044
2045-12-31,2045,12,19.254547280653174
2046-01-31,2046,1,19.46687599187621
2046-02-28,2046,2,19.764360963737428
2046-03-31,2046,3,19.88267980937647
2046-04-30,2046,4,19.16090476900915
2046-05-31,2046,5,19.3787752864366
2046-06-30,2046,6,19.494146691198058
2046-07-31,2046,7,18.61684000583343
2046-08-31,2046,8,18.884829380100662
2046-09-30,2046,9,18.705231512160967
2046-10-31,2046,10,19.049291445422252
2046-11-30,2046,11,18.249084904882462
2046-12-31,2046,12,18.732851333281413
2047-01-31,2047,1,18.60561352121029
2047-02-28,2047,2,19.03202196325355
2047-03-31,2047,3,19.403901678019075
2047-04-30,2047,4,19.27452461134725
2047-05-31,2047,5,19.19932101766307
2047-06-30,2047,6,19.150382247210544
2047-07-31,2047,7,19.268857712539674
2047-08-31,2047,8,20.012823611394523
2047-09-30,2047,9,19.541223748467498
2047-10-31,2047,10,19.137751832408846
2047-11-30,2047,11,18.55092273567147
2047-12-31,2047,12,19.710393892896477
2048-01-31,2048,1,20.341857905544085
2048-02-29,2048,2,20.058037954915193
2048-03-31,2048,3,19.83462640818617
2048-04-30,2048,4,19.518051680508545
2048-05-31,2048,5,19.698829519765003
2048-06-30,2048,6,19.66409606713484
2048-07-31,2048,7,19.61443429399926
2048-08-31,2048,8,20.223058629634895
2048-09-30,2048,9,20.28864625531865
2048-10-31,2048,10,19.692530959238656
2048-11-30,2048,11,19.753512576358
2048-12-31,2048,12,19.78024456402606
2049-01-31,2049,1,20.804327087962893
2049-02-28,2049,2,20.595048152999336
2049-03-31,2049,3,20.867138437955422
2049-04-30,2049,4,20.19179060731099
2049-05-31,2049,5,20.56922741619951
2049-06-30,2049,6,20.82774455634227
2049-07-31,2049,7,20.698088385726283
2049-08-31,2049,8,20.76140771742997
2049-09-30,2049,9,20.719602987879245
2049-10-31,2049,10,20.223318034640574
2049-11-30,2049,11,19.754976463314325
2049-12-31,2049,12,20.115983168988762
2050-01-31,2050,1,21.334307780542137
2050-02-28,2050,2,20.306042276456427
2050-03-31,2050,3,21.256529879915046
2050-04-30,2050,4,20.611801632590293
2050-05-31,2050,5,20.115773684070547
2050-06-30,2050,6,19.97076706160192
2050-07-31,2050,7,19.576919222539555
2050-08-31,2050,8,19.76334126093926
2050-09-30,2050,9,19.39391939346295
2050-10-31,2050,10,19.39590155773223
2050-11-30,2050,11,18.66351295669982
2050-12-31,2050,12,18.957095984295545
2051-01-31,2051,1,19.86619461871133
2051-02-28,2051,2,19.380639107712007
2051-03-31,2051,3,19.611689350433636
2051-04-30,2051,4,19.83622088167107
2051-05-31,2051,5,19.646854810706166
2051-06-30,2051,6,19.285611255359072
2051-07-31,2051,7,18.95468359704395
2051-08-31,2051,8,19.226702427870542
2051-09-30,2051,9,19.39197817954683
2051-10-31,2051,10,19.36890544641999
2051-11-30,2051,11,18.356989357292274
2051-12-31,2051,12,18.9881424627954
2052-01-31,2052,1,19.55928949830406
2052-02-29,2052,2,19.842824515722985
2052-03-31,2052,3,19.297902776946234
2052-04-30,2052,4,19.27976761459846
2052-05-31,2052,5,19.492849856518767
2052-06-30,2052,6,19.371724908605117
2052-07-31,2052,7,19.646946462645612
2052-08-31,2052,8,19.758011905621544
2052-09-30,2052,9,19.59211656220189
2052-10-31,2052,10,19.296507912900868
2052-11-30,2052,11,19.055758746484504
2052-12-31,2052,12,19.229107345165012
2053-01-31,2053,1,19.010036005475147
2053-02-28,2053,2,20.583155648602432
2053-03-31,2053,3,20.187271124867912
2053-04-30,2053,4,20.34420598713404
2053-05-31,2053,5,19.944028261774204
2053-06-30,2053,6,20.28773546529141
2053-07-31,2053,7,19.7229914650526
2053-08-31,2053,8,19.955975412956185
2053-09-30,2053,9,19.728151735129885
2053-10-31,2053,10,19.593302843497707
2053-11-30,2053,11,19.332368250559284
2053-12-31,2053,12,20.0089288450173
2054-01-31,2054,1,20.664205386758493
2054-02-28,2054,2,20.667761550967604
2054-03-31,2054,3,20.061559831293792
2054-04-30,2054,4,20.7678847115755
2054-05-31,2054,5,20.654511827909303
2054-06-30,2054,6,20.941095683826394
2054-07-31,2054,7,20.290195229266118
2054-08-31,2054,8,20.752541853177966
2054-09-30,2054,9,20.611821238762438
2054-10-31,2054,10,19.726101248153206
2054-11-30,2054,11,19.593630571018696
2054-12-31,2054,12,19.891362780883195
2055-01-31,2055,1,20.02139144242134
2055-02-28,2055,2,20.07700247453702
2055-03-31,2055,3,19.768058022160872
2055-04-30,2055,4,20.243678839088894
2055-05-31,2055,5,19.775632591413483
2055-06-30,2055,6,19.905305351462253
2055-07-31,2055,7,19.767078846408506
2055-08-31,2055,8,20.692353363032836
2055-09-30,2055,9,19.872151449185143
2055-10-31,2055,10,19.279746725292895
2055-11-30,2055,11,19.41448597971371
2055-12-31,2055,12,20.20597792707939
2056-01-31,2056,1,20.225535403654167
2056-02-29,2056,2,19.849097297247834
2056-03-31,2056,3,20.152073101574953
2056-04-30,2056,4,19.998704137033858
2056-05-31,2056,5,20.237010367298677
2056-06-30,2056,6,19.539441177676267
2056-07-31,2056,7,19.574578872278064
2056-08-31,2056,8,20.20938366236115
2056-09-30,2056,9,20.030655566103462
2056-10-31,2056,10,19.751053704423956
2056-11-30,2056,11,19.007991953502323
2056-12-31,2056,12,19.689290065703215
2057-01-31,2057,1,20.28667861410187
2057-02-28,2057,2,21.339646104359197
2057-03-31,2057,3,20.22775428612225
2057-04-30,2057,4,20.19329896201376
2057-05-31,2057,5,20.04334527893559
2057-06-30,2057,6,20.072749858262306
2057-07-31,2057,7,20.802638130209736
2057-08-31,2057,8,20.45814737329163
2057-09-30,2057,9,20.344733365103853
2057-10-31,2057,10,19.99491564607609
2057-11-30,2057,11,19.414940209832498
2057-12-31,2057,12,20.511847959944514
2058-01-31,2058,1,20.472880439111346
2058-02-28,2058,2,19.868070511246465
2058-03-31,2058,3,21.72741970316665
2058-04-30,2058,4,20.56201387083296
2058-05-31,2058,5,20.414461787268664
2058-06-30,2058,6,20.100608752817955
2058-07-31,2058,7,19.91435537820071
2058-08-31,2058,8,20.735712428158966
2058-09-30,2058,9,19.73136449705803
2058-10-31,2058,10,19.99515170602173
2058-11-30,2058,11,19.17600411198284
2058-12-31,2058,12,18.76625550705881
2059-01-31,2059,1,20.046932258929363
2059-02-28,2059,2,20.260892607174476
2059-03-31,2059,3,20.7003507842015
2059-04-30,2059,4,20.789136520634198
2059-05-31,2059,5,20.131102153901924
2059-06-30,2059,6,19.930938485408927
2059-07-31,2059,7,19.607538157553197
2059-08-31,2059,8,19.621172905462426
2059-09-30,2059,9,19.915611797169017
2059-10-31,2059,10,19.718840380668023
2059-11-30,2059,11,19.35576033990843
2059-12-31,2059,12,20.006465515897293
2060-01-31,2060,1,19.973122546318884
2060-02-29,2060,2,20.44395156756037
2060-03-31,2060,3,20.39910137602516
2060-04-30,2060,4,20.52463921708136
2060-05-31,2060,5,20.10922477426168
2060-06-30,2060,6,20.653827382266797
2060-07-31,2060,7,20.887984482684555
2060-08-31,2060,8,20.95156854251382
2060-09-30,2060,9,21.241128390629743
2060-10-31,2060,10,19.67229983362448
2060-11-30,2060,11,20.302644164161922
2060-12-31,2060,12,20.569808512124556
2061-01-31,2061,1,22.08986764751162
2061-02-28,2061,2,21.895236752676794
2061-03-31,2061,3,21.776157410373607
2061-04-30,2061,4,20.904054800983918
2061-05-31,2061,5,20.88009583179815
2061-06-30,2061,6,20.96511952425567
2061-07-31,2061,7,20.721378832416928
2061-08-31,2061,8,20.74106756990374
2061-09-30,2061,9,21.20738690669986
2061-10-31,2061,10,19.833961956869192
2061-11-30,2061,11,19.596264194634106
2061-12-31,2061,12,19.58966236631007
2062-01-31,2062,1,20.404117455428015
2062-02-28,2062,2,21.265456355470597
2062-03-31,2062,3,21.27096740851705
2062-04-30,2062,4,20.479537973466996
2062-05-31,2062,5,20.87500522819843
2062-06-30,2062,6,21.143461725970116
2062-07-31,2062,7,20.536136174041136
2062-08-31,2062,8,20.90514543667336
2062-09-30,2062,9,20.662312422920937
2062-10-31,2062,10,19.773814095035732
2062-11-30,2062,11,19.520076214094885
2062-12-31,2062,12,19.69202500421223
2063-01-31,2063,1,21.039181635592698
2063-02-28,2063,2,21.025737928011747
2063-03-31,2063,3,20.657232444256454
2063-04-30,2063,4,20.668604559177652
2063-05-31,2063,5,20.314695207596742
2063-06-30,2063,6,20.402372222795968
2063-07-31,2063,7,19.805489566617485
2063-08-31,2063,8,20.06920846604824
2063-09-30,2063,9,19.94837455372235
2063-10-31,2063,10,19.811217761494763
2063-11-30,2063,11,19.302609057934117
2063-12-31,2063,12,19.594555795398083
2064-01-31,2064,1,20.362534342022034
2064-02-29,2064,2,20.188904362622388
2064-03-31,2064,3,20.07613929749232
2064-04-30,2064,4,20.1462611766447
2064-05-31,2064,5,20.36832491674776
2064-06-30,2064,6,20.328778001677616
2064-07-31,2064,7,20.25558452162292
2064-08-31,2064,8,20.83780842257784
2064-09-30,2064,9,20.77027852939581
2064-10-31,2064,10,19.922670901444736
2064-11-30,2064,11,19.696039589509482
2064-12-31,2064,12,20.3667564258712
2065-01-31,2065,1,20.590782368800134
2065-02-28,2065,2,21.6910675948684
2065-03-31,2065,3,20.29263836603908
2065-04-30,2065,4,21.738256037304247
2065-05-31,2065,5,20.720714699616234
2065-06-30,2065,6,20.869106839315304
2065-07-31,2065,7,21.084136821961103
2065-08-31,2065,8,21.50284583118328
2065-09-30,2065,9,21.16746051884539
2065-10-31,2065,10,20.647351026657084
2065-11-30,2065,11,20.601332711006233
2065-12-31,2065,12,21.316157187312633
2066-01-31,2066,1,21.98753808948179
2066-02-28,2066,2,21.42982929463531
2066-03-31,2066,3,21.26533036843794
2066-04-30,2066,4,20.981394367861135
2066-05-31,2066,5,21.194911345222113
2066-06-30,2066,6,20.496349424775545
2066-07-31,2066,7,20.262547581637634
2066-08-31,2066,8,20.50624969865788
2066-09-30,2066,9,20.60867373919742
2066-10-31,2066,10,19.739491910252383
2066-11-30,2066,11,20.160302150987356
2066-12-31,2066,12,20.227372881206225
2067-01-31,2067,1,21.348192707218796
2067-02-28,2067,2,20.239257978675685
2067-03-31,2067,3,21.30468059817032
2067-04-30,2067,4,20.879540519254096
2067-05-31,2067,5,20.844273308824267
2067-06-30,2067,6,20.752493475398786
2067-07-31,2067,7,20.26441113602646
2067-08-31,2067,8,20.429649763094087
2067-09-30,2067,9,19.998172024479892
2067-10-31,2067,10,20.22805830279036
2067-11-30,2067,11,20.08472476378895
2067-12-31,2067,12,19.810268820023296
2068-01-31,2068,1,21.041553600396835
2068-02-29,2068,2,20.812020249589143
2068-03-31,2068,3,21.01073164002234
2068-04-30,2068,4,20.661406187600658
2068-05-31,2068,5,20.044752623925373
2068-06-30,2068,6,20.368270057763898
2068-07-31,2068,7,20.46221654885838
2068-08-31,2068,8,20.411394846085777
2068-09-30,2068,9,20.089645645721472
2068-10-31,2068,10,19.857005388549155
2068-11-30,2068,11,19.589636131289534
2068-12-31,2068,12,20.735323950839675
2069-01-31,2069,1,21.762758122479198
2069-02-28,2069,2,21.044377331057945
2069-03-31,2069,3,21.52995169724997
2069-04-30,2069,4,20.870821930858515
2069-05-31,2069,5,20.860028269332286
2069-06-30,2069,6,21.085234622357124
2069-07-31,2069,7,20.672771510232806
2069-08-31,2069,8,20.870597568836093
2069-09-30,2069,9,21.991303824041744
2069-10-31,2069,10,19.92603995077453
2069-11-30,2069,11,20.174820683232852
2069-12-31,2069,12,20.384567212623573
2070-01-31,2070,1,21.439668207537878
2070-02-28,2070,2,21.496785169950265
2070-03-31,2070,3,21.140841040640236
2070-04-30,2070,4,21.067541170991316
2070-05-31,2070,5,21.021820043423794
2070-06-30,2070,6,20.95797063804038
2070-07-31,2070,7,21.376457807992075
2070-08-31,2070,8,21.78927792797243
2070-09-30,2070,9,21.735997902496873
2070-10-31,2070,10,21.027569734070514
2070-11-30,2070,11,19.708105546822768
2070-12-31,2070,12,21.249188148089853
2071-01-31,2071,1,21.41573828454592
2071-02-28,2071,2,21.614759166352762
2071-03-31,2071,3,20.80674627163372
2071-04-30,2071,4,21.430399459198576
2071-05-31,2071,5,21.35576607784748
2071-06-30,2071,6,21.727130021637674
2071-07-31,2071,7,21.242205256470946
2071-08-31,2071,8,21.072982599440437
2071-09-30,2071,9,21.00311434257754
2071-10-31,2071,10,20.49061239316643
2071-11-30,2071,11,19.690532090651736
2071-12-31,2071,12,20.29898392793888
2072-01-31,2072,1,21.185464545427546
2072-02-29,2072,2,20.732901208998836
2072-03-31,2072,3,20.778289775283113
2072-04-30,2072,4,21.134303395448136
2072-05-31,2072,5,20.52581236372436
2072-06-30,2072,6,20.210878627453052
2072-07-31,2072,7,21.429453446757897
2072-08-31,2072,8,20.784864282323408
2072-09-30,2072,9,21.118172203075595
2072-10-31,2072,10,19.894704894760448
2072-11-30,2072,11,20.570273209145032
2072-12-31,2072,12,20.942571539049403
2073-01-31,2073,1,21.48828105692019
2073-02-28,2073,2,21.272537136475535
2073-03-31,2073,3,21.633350612169824
2073-04-30,2073,4,20.94592753386599
2073-05-31,2073,5,21.637124887626666
2073-06-30,2073,6,21.53835457440793
2073-07-31,2073,7,20.834502101287825
2073-08-31,2073,8,21.17236001759872
2073-09-30,2073,9,21.86534043915684
2073-10-31,2073,10,20.396804031119803
2073-11-30,2073,11,20.404660927205132
2073-12-31,2073,12,20.093456283354957
2074-01-31,2074,1,21.508982984935376
2074-02-28,2074,2,21.073583881719394
2074-03-31,2074,3,21.773603934041816
2074-04-30,2074,4,21.72556811519092
2074-05-31,2074,5,20.792113913583126
2074-06-30,2074,6,20.44806762755587
2074-07-31,2074,7,20.502593946946313
2074-08-31,2074,8,20.44198368204247
2074-09-30,2074,9,20.45960913788399
2074-10-31,2074,10,20.144740438307544
2074-11-30,2074,11,19.60462588616564
2074-12-31,2074,12,19.46243659900218
2075-01-31,2075,1,20.346444078741687
2075-02-28,2075,2,19.64457317251757
2075-03-31,2075,3,21.05280931417455
2075-04-30,2075,4,20.095858190961888
2075-05-31,2075,5,20.337296296952935
2075-06-30,2075,6,20.752260713656558
2075-07-31,2075,7,20.284261506290996
2075-08-31,2075,8,21.060348636811327
2075-09-30,2075,9,20.794903013218292
2075-10-31,2075,10,20.8904164021839
2075-11-30,2075,11,20.14860609560111
2075-12-31,2075,12,20.032531768897012
2076-01-31,2076,1,21.87960276879674
2076-02-29,2076,2,21.267614769550203
2076-03-31,2076,3,20.966834015804437
2076-04-30,2076,4,21.63158668383226
2076-05-31,2076,5,20.893554915257592
2076-06-30,2076,6,20.98409372531834
2076-07-31,2076,7,20.650014337922144
2076-08-31,2076,8,21.449774972742404
2076-09-30,2076,9,21.120219017778663
2076-10-31,2076,10,20.358917638817296
2076-11-30,2076,11,20.284247502988418
2076-12-31,2076,12,21.133289214810052
2077-01-31,2077,1,20.940945545858686
2077-02-28,2077,2,21.64700531919081
2077-03-31,2077,3,21.094279944866376
2077-04-30,2077,4,21.60390986773376
2077-05-31,2077,5,21.192888313995617
2077-06-30,2077,6,21.270137022615536
2077-07-31,2077,7,20.647284617901313
2077-08-31,2077,8,21.024372392966026
2077-09-30,2077,9,20.5336348154029
2077-10-31,2077,10,20.26049271866022
2077-11-30,2077,11,20.025553183888867
2077-12-31,2077,12,20.208659620967644
2078-01-31,2078,1,20.14873799872284
2078-02-28,2078,2,20.826942541284748
2078-03-31,2078,3,21.20198307514938
2078-04-30,2078,4,20.857831998608148
2078-05-31,2078,5,20.7879884274935
2078-06-30,2078,6,20.25719148457943
2078-07-31,2078,7,20.364215947533054
2078-08-31,2078,8,20.658686184894847
2078-09-30,2078,9,20.732318736059156
2078-10-31,2078,10,19.9294179804868
2078-11-30,2078,11,20.17104607132069
2078-12-31,2078,12,20.597791715096132
2079-01-31,2079,1,21.03857491463802
2079-02-28,2079,2,21.23905550387114
2079-03-31,2079,3,21.04619662225479
2079-04-30,2079,4,21.56345518642701
2079-05-31,2079,5,21.91269193352059
2079-06-30,2079,6,21.62188113190984
2079-07-31,2079,7,21.632303052456958
2079-08-31,2079,8,21.76400354510397
2079-09-30,2079,9,21.530210892196116
2079-10-31,2079,10,20.628884246172923
2079-11-30,2079,11,19.96730387830085
2079-12-31,2079,12,20.371459344276996
2080-01-31,2080,1,22.191042404853825
2080-02-29,2080,2,23.412854500224565
2080-03-31,2080,3,22.225500956242644
2080-04-30,2080,4,21.275146677914506
2080-05-31,2080,5,21.32655450643351
2080-06-30,2080,6,21.205263754924925
2080-07-31,2080,7,21.34937680412765
2080-08-31,2080,8,21.3370222009449
2080-09-30,2080,9,21.26957601618091
2080-10-31,2080,10,20.26245150893307
2080-11-30,2080,11,20.368269933450637
2080-12-31,2080,12,21.016414075101018
2081-01-31,2081,1,20.874014832185697
2081-02-28,2081,2,22.052122073293052
2081-03-31,2081,3,22.51020892345068
2081-04-30,2081,4,20.68178670787022
2081-05-31,2081,5,21.10008120722811
2081-06-30,2081,6,20.794108477521963
2081-07-31,2081,7,20.61797531475607
2081-08-31,2081,8,21.279937788215324
2081-09-30,2081,9,21.22471087326459
2081-10-31,2081,10,20.444338630310696
2081-11-30,2081,11,20.435879137300798
2081-12-31,2081,12,20.46027406165754
2082-01-31,2082,1,21.32991375991314
2082-02-28,2082,2,21.104942953803548
2082-03-31,2082,3,22.426661658706784
2082-04-30,2082,4,21.315795396742846
2082-05-31,2082,5,21.35299921061663
2082-06-30,2082,6,21.91192624856926
2082-07-31,2082,7,22.147065910366578
2082-08-31,2082,8,22.027255785257317
2082-09-30,2082,9,22.465579170395106
2082-10-31,2082,10,21.018090340218887
2082-11-30,2082,11,20.879121490483158
2082-12-31,2082,12,21.883134780395412
2083-01-31,2083,1,24.222511236973084
2083-02-28,2083,2,24.206104767074244
2083-03-31,2083,3,24.4029710274326
2083-04-30,2083,4,22.10867171245521
2083-05-31,2083,5,22.10416459297825
2083-06-30,2083,6,22.56579962827218
2083-07-31,2083,7,22.144574400145675
2083-08-31,2083,8,22.312094276774932
2083-09-30,2083,9,21.924943852814383
2083-10-31,2083,10,21.17447470540761
2083-11-30,2083,11,20.843559580035357
2083-12-31,2083,12,21.23320765257994
2084-01-31,2084,1,21.784945280120258
2084-02-29,2084,2,21.990134808531923
2084-03-31,2084,3,21.547545041372622
2084-04-30,2084,4,21.332156048643515
2084-05-31,2084,5,21.75544660763474
2084-06-30,2084,6,21.787760097297717
2084-07-31,2084,7,21.813586530415957
2084-08-31,2084,8,21.78488331416308
2084-09-30,2084,9,21.041226026681375
2084-10-31,2084,10,20.814264534546687
2084-11-30,2084,11,20.58010234782241
2084-12-31,2084,12,20.99593073371899
2085-01-31,2085,1,22.046659918799158
2085-02-28,2085,2,21.716432511159297
2085-03-31,2085,3,21.89719245632165
2085-04-30,2085,4,22.046229446424377
2085-05-31,2085,5,22.259377677899167
2085-06-30,2085,6,21.64314276946998
2085-07-31,2085,7,21.44233096871768
2085-08-31,2085,8,20.64912853868803
2085-09-30,2085,9,21.175146406697795
2085-10-31,2085,10,20.974708690880195
2085-11-30,2085,11,19.858662296211797
2085-12-31,2085,12,20.698461892749563
2086-01-31,2086,1,22.08314844675122
2086-02-28,2086,2,22.304364503400016
2086-03-31,2086,3,21.831840276845472
2086-04-30,2086,4,21.840618745100787
2086-05-31,2086,5,21.673644695652392
2086-06-30,2086,6,21.11270749485668
2086-07-31,2086,7,20.88475351175551
2086-08-31,2086,8,20.98879688649524
2086-09-30,2086,9,20.895898299028765
2086-10-31,2086,10,20.730977134163883
2086-11-30,2086,11,20.21856627118189
2086-12-31,2086,12,20.881431459101382
2087-01-31,2087,1,21.33443111319484
2087-02-28,2087,2,22.70745180663565
2087-03-31,2087,3,21.47065928243277
2087-04-30,2087,4,21.989272366995632
2087-05-31,2087,5,21.721084959355313
2087-06-30,2087,6,21.216390825438474
2087-07-31,2087,7,21.238065095612104
2087-08-31,2087,8,21.638198662689923
2087-09-30,2087,9,21.581142911775014
2087-10-31,2087,10,21.179678139986276
2087-11-30,2087,11,20.412199904273084
2087-12-31,2087,12,21.382923697079327
2088-01-31,2088,1,22.956754382340083
2088-02-29,2088,2,23.09552667413191
2088-03-31,2088,3,22.804956663965953
2088-04-30,2088,4,21.756139382474736
2088-05-31,2088,5,21.67367269104379
2088-06-30,2088,6,21.819219650161827
2088-07-31,2088,7,21.50261006321421
2088-08-31,2088,8,21.585169545027806
2088-09-30,2088,9,21.52990403775591
2088-10-31,2088,10,21.266675619289394
2088-11-30,2088,11,20.241896743612248
2088-12-31,2088,12,20.806818596584268
2089-01-31,2089,1,22.061083573625417
2089-02-28,2089,2,21.853976284974188
2089-03-31,2089,3,21.44546887422406
2089-04-30,2089,4,21.35832886589859
2089-05-31,2089,5,20.9082750414026
2089-06-30,2089,6,21.432413480565383
2089-07-31,2089,7,20.581733507931425
2089-08-31,2089,8,21.329722741614873
2089-09-30,2089,9,22.416098546752337
2089-10-31,2089,10,20.883068182669998
2089-11-30,2089,11,20.459442405713048
2089-12-31,2089,12,21.279389023883343
2090-01-31,2090,1,21.41514752635742
2090-02-28,2090,2,21.69027711574628
2090-03-31,2090,3,21.3490268070102
2090-04-30,2090,4,22.078952354628807
2090-05-31,2090,5,21.815543474291868
2090-06-30,2090,6,21.657390774530214
2090-07-31,2090,7,22.370973779904745
2090-08-31,2090,8,22.366510220628623
2090-09-30,2090,9,21.357659409890825
2090-10-31,2090,10,21.985243420263437
2090-11-30,2090,11,21.035780639314865
2090-12-31,2090,12,20.735044784548364
2091-01-31,2091,1,22.68583458080934
2091-02-28,2091,2,24.040664684578836
2091-03-31,2091,3,22.03322667422394
2091-04-30,2091,4,22.404013924419157
2091-05-31,2091,5,21.93011757433787
2091-06-30,2091,6,22.421464835923977
2091-07-31,2091,7,22.172171447968758
2091-08-31,2091,8,22.08955407082548
2091-09-30,2091,9,22.338695032106923
2091-10-31,2091,10,21.79541413248028
2091-11-30,2091,11,21.075192741944104
2091-12-31,2091,12,21.748361810062967
2092-01-31,2092,1,22.921792238044223
2092-02-29,2092,2,22.364805874504817
2092-03-31,2092,3,22.618426236535605
2092-04-30,2092,4,21.865152185244405
2092-05-31,2092,5,21.804453173419834
2092-06-30,2092,6,21.964205389752394
2092-07-31,2092,7,22.049150017035807
2092-08-31,2092,8,22.25337065292131
2092-09-30,2092,9,22.166239846912422
2092-10-31,2092,10,20.910722201989532
2092-11-30,2092,11,20.271795552982105
2092-12-31,2092,12,21.49825627115662
2093-01-31,2093,1,22.34656244886974
2093-02-28,2093,2,22.999015938582847
2093-03-31,2093,3,22.2045537865144
2093-04-30,2093,4,22.04235963252682
2093-05-31,2093,5,21.721171044416472
2093-06-30,2093,6,22.333703489245902
2093-07-31,2093,7,21.86662294868132
2093-08-31,2093,8,22.33722127712649
2093-09-30,2093,9,22.019440982045133
2093-10-31,2093,10,21.69722738940581
2093-11-30,2093,11,20.532383623990345
2093-12-31,2093,12,21.830187058455543
2094-01-31,2094,1,21.7641431508041
2094-02-28,2094,2,21.74096442163301
2094-03-31,2094,3,21.58300513590143
2094-04-30,2094,4,21.613951907317475
2094-05-31,2094,5,21.801380380850112
2094-06-30,2094,6,21.917937664930644
2094-07-31,2094,7,22.208216915150853
2094-08-31,2094,8,22.24708863030397
2094-09-30,2094,9,22.117298081954626
2094-10-31,2094,10,22.140474046702913
2094-11-30,2094,11,20.853366747220182
2094-12-31,2094,12,21.884644286053007
2095-01-31,2095,1,21.78377371829626
2095-02-28,2095,2,22.290672917865923
2095-03-31,2095,3,21.440439324434394
2095-04-30,2095,4,22.190011402581778
2095-05-31,2095,5,22.235789365907433
2095-06-30,2095,6,22.4006447433807
2095-07-31,2095,7,22.210247686012067
2095-08-31,2095,8,22.48838141586892
2095-09-30,2095,9,22.928573873329128
2095-10-31,2095,10,22.08192548904656
2095-11-30,2095,11,21.240102923787536
2095-12-31,2095,12,21.67332443860039
2096-01-31,2096,1,21.970844931877405
2096-02-29,2096,2,22.192004621593544
2096-03-31,2096,3,22.926759178539367
2096-04-30,2096,4,22.657104131659814
2096-05-31,2096,5,22.989171257325456
2096-06-30,2096,6,22.904265531314515
2096-07-31,2096,7,23.2650555779776
2096-08-31,2096,8,23.075259134790983
2096-09-30,2096,9,23.293132292522696
2096-10-31,2096,10,22.328182781565374
2096-11-30,2096,11,21.140844687726826
2096-12-31,2096,12,22.320765776415573
2097-01-31,2097,1,23.488113031360534
2097-02-28,2097,2,24.076250945092973
2097-03-31,2097,3,23.584568606441326
2097-04-30,2097,4,22.104323188689737
2097-05-31,2097,5,22.54548721874153
2097-06-30,2097,6,22.771034163431924
2097-07-31,2097,7,22.261117020578027
2097-08-31,2097,8,23.21861756886826
2097-09-30,2097,9,22.87492964353306
2097-10-31,2097,10,22.61631435853247
2097-11-30,2097,11,21.34376105694158
2097-12-31,2097,12,22.189395103416878
2098-01-31,2098,1,23.203670768813826
2098-02-28,2098,2,23.356384630122314
2098-03-31,2098,3,23.638305853138505
2098-04-30,2098,4,23.087264037776254
2098-05-31,2098,5,23.663632387317392
2098-06-30,2098,6,23.73339313398292
2098-07-31,2098,7,23.36398494833587
2098-08-31,2098,8,23.816024224931613
2098-09-30,2098,9,24.648474059561384
2098-10-31,2098,10,22.25404688361377
2098-11-30,2098,11,21.483246840836344
2098-12-31,2098,12,22.364121149790773
2099-01-31,2099,1,23.742107249461036
2099-02-28,2099,2,22.627286256493164
2099-03-31,2099,3,22.70142609897073
2099-04-30,2099,4,22.37317155457203
2099-05-31,2099,5,23.272821997549574
2099-06-30,2099,6,23.586607647490457
2099-07-31,2099,7,22.952838559800092
2099-08-31,2099,8,22.073943851780975
2099-09-30,2099,9,22.778956086562523
2099-10-31,2099,10,22.552276096457387
2099-11-30,2099,11,20.86323644719341
2099-12-31,2099,12,21.959061181358837
2100-01-31,2100,1,21.486845286284918
2100-02-28,2100,2,21.69153793553084
2100-03-31,2100,3,21.795343195766606
2100-04-30,2100,4,21.913526281468055
2100-05-31,2100,5,22.492191796224155
2100-06-30,2100,6,22.19925400285142
2100-07-31,2100,7,21.59772307973592
2100-08-31,2100,8,21.38694909927406
2100-09-30,2100,9,21.68893021573439
2100-10-31,2100,10,21.53696271298661
2100-11-30,2100,11,21.09239838763479
2100-12-31,2100,12,21.21330093879615
