time,Year,Month,Day,tas
1991-05-10,1991,5,10,14.173309
1991-05-11,1991,5,11,14.212372
1991-05-12,1991,5,12,14.151245
1991-05-13,1991,5,13,13.839691
1991-05-14,1991,5,14,14.51178
1991-05-15,1991,5,15,14.076569
1991-05-16,1991,5,16,13.984528
1991-05-17,1991,5,17,13.743927
1991-05-18,1991,5,18,13.060028
1991-05-19,1991,5,19,13.343018
1991-05-20,1991,5,20,13.393463
1991-05-21,1991,5,21,13.096466
1991-05-22,1991,5,22,12.736908
1991-05-23,1991,5,23,12.216156
1991-05-24,1991,5,24,12.701477
1991-05-25,1991,5,25,13.251068
1991-05-26,1991,5,26,14.006439
1991-05-27,1991,5,27,14.674652
1991-05-28,1991,5,28,14.380463
1991-05-29,1991,5,29,14.5468445
1991-05-30,1991,5,30,13.833527
1991-05-31,1991,5,31,14.047974
1991-06-01,1991,6,1,13.530945
1991-06-02,1991,6,2,14.208527
1991-06-03,1991,6,3,14.328644
1991-06-04,1991,6,4,14.762634
1991-06-05,1991,6,5,14.739349
1991-06-06,1991,6,6,14.329285
1991-06-07,1991,6,7,14.372864
1991-06-08,1991,6,8,14.852478
1991-06-09,1991,6,9,14.320221
1991-06-10,1991,6,10,14.455872
1991-06-11,1991,6,11,15.072876
1991-06-12,1991,6,12,14.94632
1991-06-13,1991,6,13,14.781158
1991-06-14,1991,6,14,13.974609
1991-06-15,1991,6,15,13.830292
1991-06-16,1991,6,16,13.484985
1991-06-17,1991,6,17,13.392456
1991-06-18,1991,6,18,13.097107
1991-06-19,1991,6,19,14.266235
1991-06-20,1991,6,20,14.2872925
1991-06-21,1991,6,21,14.142242
1991-06-22,1991,6,22,14.307068
1991-06-23,1991,6,23,13.703613
1991-06-24,1991,6,24,12.833038
1991-06-25,1991,6,25,12.294189
1991-06-26,1991,6,26,13.298889
1991-06-27,1991,6,27,13.505188
1991-06-28,1991,6,28,12.872131
1991-06-29,1991,6,29,12.406921
1991-06-30,1991,6,30,12.665161
1991-07-01,1991,7,1,12.83139
1991-07-02,1991,7,2,12.655945
1991-07-03,1991,7,3,13.082947
1991-07-04,1991,7,4,13.048157
1991-07-05,1991,7,5,12.993103
1991-07-06,1991,7,6,13.173737
1991-07-07,1991,7,7,12.106323
1991-07-08,1991,7,8,13.22876
1991-07-09,1991,7,9,13.475983
1991-07-10,1991,7,10,13.709656
1991-07-11,1991,7,11,13.5529175
1991-07-12,1991,7,12,13.14624
1991-07-13,1991,7,13,13.361023
1991-07-14,1991,7,14,13.435669
1991-07-15,1991,7,15,13.877075
1991-07-16,1991,7,16,13.625305
1991-07-17,1991,7,17,13.719971
1991-07-18,1991,7,18,13.544556
1991-07-19,1991,7,19,13.704956
1991-07-20,1991,7,20,13.283325
1991-07-21,1991,7,21,13.623901
1991-07-22,1991,7,22,14.272339
1991-07-23,1991,7,23,13.948608
1991-07-24,1991,7,24,13.837402
1991-07-25,1991,7,25,13.807739
1991-07-26,1991,7,26,13.767578
1991-07-27,1991,7,27,13.724426
1991-07-28,1991,7,28,14.0112915
1991-07-29,1991,7,29,14.5269165
1991-07-30,1991,7,30,13.82428
1991-07-31,1991,7,31,13.38562
1991-08-01,1991,8,1,12.703613
1991-08-02,1991,8,2,13.213654
1991-08-03,1991,8,3,12.925171
1991-08-04,1991,8,4,13.452698
1991-08-05,1991,8,5,12.922424
1991-08-06,1991,8,6,13.102509
1991-08-07,1991,8,7,13.670044
1991-08-08,1991,8,8,13.577515
1991-08-09,1991,8,9,13.406738
1991-08-10,1991,8,10,13.90567
1991-08-11,1991,8,11,13.660095
1991-08-12,1991,8,12,13.8125305
1991-08-13,1991,8,13,13.438599
1991-08-14,1991,8,14,13.426941
1991-08-15,1991,8,15,13.417572
1991-08-16,1991,8,16,14.075989
1991-08-17,1991,8,17,13.857574
1991-08-18,1991,8,18,13.886658
1991-08-19,1991,8,19,13.478973
1991-08-20,1991,8,20,13.639679
1991-08-21,1991,8,21,13.998535
1991-08-22,1991,8,22,14.075806
1991-08-23,1991,8,23,13.724304
1991-08-24,1991,8,24,14.2022705
1991-08-25,1991,8,25,14.683319
1991-08-26,1991,8,26,14.800171
1991-08-27,1991,8,27,15.042633
1991-08-28,1991,8,28,14.620636
1991-08-29,1991,8,29,15.010193
1991-08-30,1991,8,30,14.460663
1991-08-31,1991,8,31,14.946777
1991-09-01,1991,9,1,13.955933
1991-09-02,1991,9,2,14.898346
1991-09-03,1991,9,3,14.617737
1991-09-04,1991,9,4,15.035065
1991-09-05,1991,9,5,14.8697815
1991-09-06,1991,9,6,15.079254
1991-09-07,1991,9,7,15.08313
1991-09-08,1991,9,8,15.554565
1991-09-09,1991,9,9,15.075806
1991-09-10,1991,9,10,14.886963
1991-09-11,1991,9,11,14.212402
1991-09-12,1991,9,12,14.919098
1991-09-13,1991,9,13,14.904846
1991-09-14,1991,9,14,15.0252075
1991-09-15,1991,9,15,14.286713
1991-09-16,1991,9,16,13.517487
1991-09-17,1991,9,17,13.846466
1991-09-18,1991,9,18,13.900787
1991-09-19,1991,9,19,13.758087
1991-09-20,1991,9,20,13.697327
1991-09-21,1991,9,21,13.2560425
1991-09-22,1991,9,22,13.614929
1991-09-23,1991,9,23,13.784424
1991-09-24,1991,9,24,13.55545
1991-09-25,1991,9,25,13.980591
1991-09-26,1991,9,26,14.102234
1991-09-27,1991,9,27,14.5407715
1991-09-28,1991,9,28,14.219055
1991-09-29,1991,9,29,14.430695
1991-09-30,1991,9,30,14.605438
1991-10-01,1991,10,1,14.714539
1991-10-02,1991,10,2,14.3480835
1991-10-03,1991,10,3,14.0633545
1991-10-04,1991,10,4,13.547852
1991-10-05,1991,10,5,13.368774
1991-10-06,1991,10,6,13.524353
1991-10-07,1991,10,7,13.013672
1991-10-08,1991,10,8,13.320801
1991-10-09,1991,10,9,12.781616
1991-10-10,1991,10,10,12.721924
1991-10-11,1991,10,11,13.0961
1991-10-12,1991,10,12,13.551941
1991-10-13,1991,10,13,13.680084
1991-10-14,1991,10,14,13.762817
1991-10-15,1991,10,15,13.409363
1991-10-16,1991,10,16,13.059387
1991-10-17,1991,10,17,12.937317
1991-10-18,1991,10,18,13.183746
1991-10-19,1991,10,19,12.733185
1991-10-20,1991,10,20,13.004059
1991-10-21,1991,10,21,13.130524
1991-10-22,1991,10,22,13.496216
1991-10-23,1991,10,23,13.80661
1991-10-24,1991,10,24,14.122711
1991-10-25,1991,10,25,14.157471
1991-10-26,1991,10,26,13.809937
1991-10-27,1991,10,27,13.226532
1991-10-28,1991,10,28,13.438843
1991-10-29,1991,10,29,13.834595
1991-10-30,1991,10,30,13.75
1991-10-31,1991,10,31,13.807373
1991-11-01,1991,11,1,14.304932
1991-11-02,1991,11,2,13.829468
1991-11-03,1991,11,3,13.493988
1991-11-04,1991,11,4,13.223328
1991-11-05,1991,11,5,12.692139
1991-11-06,1991,11,6,13.09314
1991-11-07,1991,11,7,13.203339
1991-11-08,1991,11,8,13.267944
1991-11-09,1991,11,9,13.180695
1991-11-10,1991,11,10,12.867523
1991-11-11,1991,11,11,13.169403
1991-11-12,1991,11,12,12.957001
1991-11-13,1991,11,13,13.634918
1991-11-14,1991,11,14,13.30011
1991-11-15,1991,11,15,12.665466
1991-11-16,1991,11,16,12.945251
1991-11-17,1991,11,17,12.667236
1991-11-18,1991,11,18,12.858032
1991-11-19,1991,11,19,13.353027
1991-11-20,1991,11,20,13.9652405
1991-11-21,1991,11,21,13.952698
1991-11-22,1991,11,22,13.880249
1991-11-23,1991,11,23,13.501831
1991-11-24,1991,11,24,13.911041
1991-11-25,1991,11,25,14.029205
1991-11-26,1991,11,26,13.880798
1991-11-27,1991,11,27,13.866058
1991-11-28,1991,11,28,14.219055
1991-11-29,1991,11,29,13.872467
1991-11-30,1991,11,30,13.775482
1991-12-01,1991,12,1,13.751678
1991-12-02,1991,12,2,14.366974
1991-12-03,1991,12,3,13.748901
1991-12-04,1991,12,4,13.780518
1991-12-05,1991,12,5,14.039734
1991-12-06,1991,12,6,13.485382
1991-12-07,1991,12,7,14.302368
1991-12-08,1991,12,8,14.809143
1991-12-09,1991,12,9,14.792572
1991-12-10,1991,12,10,14.211731
1991-12-11,1991,12,11,14.069122
1991-12-12,1991,12,12,14.396118
1991-12-13,1991,12,13,14.680939
1991-12-14,1991,12,14,14.320068
1991-12-15,1991,12,15,14.6154785
1991-12-16,1991,12,16,14.13736
1991-12-17,1991,12,17,13.293182
1991-12-18,1991,12,18,12.446259
1991-12-19,1991,12,19,12.97113
1991-12-20,1991,12,20,12.4991455
1991-12-21,1991,12,21,13.428375
1991-12-22,1991,12,22,13.276123
1991-12-23,1991,12,23,13.487762
1991-12-24,1991,12,24,13.40329
1991-12-25,1991,12,25,13.567017
1991-12-26,1991,12,26,13.991089
1991-12-27,1991,12,27,13.515442
1991-12-28,1991,12,28,14.044067
1991-12-29,1991,12,29,13.88623
1991-12-30,1991,12,30,13.914581
1991-12-31,1991,12,31,13.47052
1992-01-01,1992,1,1,13.213928
1992-01-02,1992,1,2,13.820709
1992-01-03,1992,1,3,13.808899
1992-01-04,1992,1,4,14.001953
1992-01-05,1992,1,5,13.81665
1992-01-06,1992,1,6,13.870728
1992-01-07,1992,1,7,13.558685
1992-01-08,1992,1,8,14.243652
1992-01-09,1992,1,9,14.228119
1992-01-10,1992,1,10,13.844238
1992-01-11,1992,1,11,13.368805
1992-01-12,1992,1,12,14.091614
1992-01-13,1992,1,13,14.232971
1992-01-14,1992,1,14,14.483734
1992-01-15,1992,1,15,14.351959
1992-01-16,1992,1,16,14.79776
1992-01-17,1992,1,17,13.07196
1992-01-18,1992,1,18,13.8749695
1992-01-19,1992,1,19,13.997955
1992-01-20,1992,1,20,13.791779
1992-01-21,1992,1,21,14.196289
1992-01-22,1992,1,22,14.697327
1992-01-23,1992,1,23,14.685394
1992-01-24,1992,1,24,14.295959
1992-01-25,1992,1,25,13.891296
1992-01-26,1992,1,26,14.299805
1992-01-27,1992,1,27,14.383728
1992-01-28,1992,1,28,13.736847
1992-01-29,1992,1,29,13.764191
1992-01-30,1992,1,30,13.715698
1992-01-31,1992,1,31,13.662201
1992-02-01,1992,2,1,13.300293
1992-02-02,1992,2,2,14.031769
1992-02-03,1992,2,3,14.519714
1992-02-04,1992,2,4,15.185699
1992-02-05,1992,2,5,14.904724
1992-02-06,1992,2,6,14.7387085
1992-02-07,1992,2,7,14.510712
1992-02-08,1992,2,8,14.731293
1992-02-09,1992,2,9,14.4991455
1992-02-10,1992,2,10,14.290924
1992-02-11,1992,2,11,14.070496
1992-02-12,1992,2,12,13.363159
1992-02-13,1992,2,13,13.028473
1992-02-14,1992,2,14,13.668335
1992-02-15,1992,2,15,14.222412
1992-02-16,1992,2,16,13.738983
1992-02-17,1992,2,17,13.142456
1992-02-18,1992,2,18,13.670166
1992-02-19,1992,2,19,13.924133
1992-02-20,1992,2,20,13.900452
1992-02-21,1992,2,21,13.458038
1992-02-22,1992,2,22,13.190979
1992-02-23,1992,2,23,13.422363
1992-02-24,1992,2,24,13.580261
1992-02-25,1992,2,25,14.45105
1992-02-26,1992,2,26,14.967163
1992-02-27,1992,2,27,14.390533
1992-02-28,1992,2,28,14.505981
1992-03-01,1992,3,1,14.103638
1992-03-02,1992,3,2,14.273499
1992-03-03,1992,3,3,14.640839
1992-03-04,1992,3,4,14.486023
1992-03-05,1992,3,5,14.600006
1992-03-06,1992,3,6,14.761383
1992-03-07,1992,3,7,14.755127
1992-03-08,1992,3,8,14.686066
1992-03-09,1992,3,9,14.599121
1992-03-10,1992,3,10,15.482544
1992-03-11,1992,3,11,15.946289
1992-03-12,1992,3,12,15.233643
1992-03-13,1992,3,13,15.1953125
1992-03-14,1992,3,14,15.313812
1992-03-15,1992,3,15,15.235168
1992-03-16,1992,3,16,15.339661
1992-03-17,1992,3,17,15.699829
1992-03-18,1992,3,18,15.229614
1992-03-19,1992,3,19,15.838745
1992-03-20,1992,3,20,15.827301
1992-03-21,1992,3,21,15.216187
1992-03-22,1992,3,22,14.356201
1992-03-23,1992,3,23,15.721558
1992-03-24,1992,3,24,14.874359
1992-03-25,1992,3,25,13.884277
1992-03-26,1992,3,26,14.516327
1992-03-27,1992,3,27,14.151581
1992-03-28,1992,3,28,14.483429
1992-03-29,1992,3,29,14.794525
1992-03-30,1992,3,30,14.30423
1992-03-31,1992,3,31,13.724304
1992-04-01,1992,4,1,13.220062
1992-04-02,1992,4,2,13.777008
1992-04-03,1992,4,3,14.019531
1992-04-04,1992,4,4,15.05304
1992-04-05,1992,4,5,14.957581
1992-04-06,1992,4,6,14.771912
1992-04-07,1992,4,7,15.354614
1992-04-08,1992,4,8,15.386353
1992-04-09,1992,4,9,15.196777
1992-04-10,1992,4,10,15.363403
1992-04-11,1992,4,11,14.230194
1992-04-12,1992,4,12,15.147278
1992-04-13,1992,4,13,14.614899
1992-04-14,1992,4,14,14.765961
1992-04-15,1992,4,15,14.563782
1992-04-16,1992,4,16,14.914368
1992-04-17,1992,4,17,14.588867
1992-04-18,1992,4,18,14.648804
1992-04-19,1992,4,19,14.254822
1992-04-20,1992,4,20,13.86087
1992-04-21,1992,4,21,15.008514
1992-04-22,1992,4,22,14.665985
1992-04-23,1992,4,23,15.027039
1992-04-24,1992,4,24,14.613892
1992-04-25,1992,4,25,14.950867
1992-04-26,1992,4,26,13.98819
1992-04-27,1992,4,27,13.98053
1992-04-28,1992,4,28,13.828674
1992-04-29,1992,4,29,14.111908
1992-04-30,1992,4,30,13.873688
1992-05-01,1992,5,1,14.789917
1992-05-02,1992,5,2,14.61145
1992-05-03,1992,5,3,13.980225
1992-05-04,1992,5,4,13.533325
1992-05-05,1992,5,5,13.972992
1992-05-06,1992,5,6,13.708801
1992-05-07,1992,5,7,13.780701
1992-05-08,1992,5,8,13.893311
1992-05-09,1992,5,9,14.044739
1992-05-10,1992,5,10,14.887848
1992-05-11,1992,5,11,15.310913
1992-05-12,1992,5,12,14.849915
1992-05-13,1992,5,13,14.477753
1992-05-14,1992,5,14,14.834137
1992-05-15,1992,5,15,14.39209
1992-05-16,1992,5,16,14.146149
1992-05-17,1992,5,17,14.608887
1992-05-18,1992,5,18,14.028564
1992-05-19,1992,5,19,13.810669
1992-05-20,1992,5,20,14.075134
1992-05-21,1992,5,21,14.523682
1992-05-22,1992,5,22,14.391754
1992-05-23,1992,5,23,14.303467
1992-05-24,1992,5,24,13.989563
1992-05-25,1992,5,25,14.598816
1992-05-26,1992,5,26,14.664886
1992-05-27,1992,5,27,14.295624
1992-05-28,1992,5,28,14.11087
1992-05-29,1992,5,29,13.919067
1992-05-30,1992,5,30,13.862061
1992-05-31,1992,5,31,14.233612
1992-06-01,1992,6,1,14.687286
1992-06-02,1992,6,2,14.1388855
1992-06-03,1992,6,3,14.2239685
1992-06-04,1992,6,4,13.613586
1992-06-05,1992,6,5,14.287598
1992-06-06,1992,6,6,14.54834
1992-06-07,1992,6,7,14.435028
1992-06-08,1992,6,8,14.296814
1992-06-09,1992,6,9,14.1866455
1992-06-10,1992,6,10,14.33313
1992-06-11,1992,6,11,14.229767
1992-06-12,1992,6,12,13.941772
1992-06-13,1992,6,13,14.105469
1992-06-14,1992,6,14,14.0448
1992-06-15,1992,6,15,14.201111
1992-06-16,1992,6,16,14.056091
1992-06-17,1992,6,17,13.997589
1992-06-18,1992,6,18,14.496826
1992-06-19,1992,6,19,14.209351
1992-06-20,1992,6,20,13.762726
1992-06-21,1992,6,21,14.427307
1992-06-22,1992,6,22,14.743103
1992-06-23,1992,6,23,13.73526
1992-06-24,1992,6,24,14.378998
1992-06-25,1992,6,25,14.395996
1992-06-26,1992,6,26,14.345581
1992-06-27,1992,6,27,13.5112915
1992-06-28,1992,6,28,13.759735
1992-06-29,1992,6,29,14.398254
1992-06-30,1992,6,30,14.374054
1992-07-01,1992,7,1,14.120331
1992-07-02,1992,7,2,14.092712
1992-07-03,1992,7,3,13.863892
1992-07-04,1992,7,4,13.537048
1992-07-05,1992,7,5,14.147644
1992-07-06,1992,7,6,13.852661
1992-07-07,1992,7,7,13.778687
1992-07-08,1992,7,8,12.522797
1992-07-09,1992,7,9,12.750122
1992-07-10,1992,7,10,13.033203
1992-07-11,1992,7,11,13.196503
1992-07-12,1992,7,12,13.380768
1992-07-13,1992,7,13,12.748413
1992-07-14,1992,7,14,12.564392
1992-07-15,1992,7,15,13.433655
1992-07-16,1992,7,16,14.00238
1992-07-17,1992,7,17,13.850891
1992-07-18,1992,7,18,13.534882
1992-07-19,1992,7,19,13.126831
1992-07-20,1992,7,20,13.651642
1992-07-21,1992,7,21,13.524536
1992-07-22,1992,7,22,12.883484
1992-07-23,1992,7,23,12.177124
1992-07-24,1992,7,24,12.551147
1992-07-25,1992,7,25,13.770325
1992-07-26,1992,7,26,14.149048
1992-07-27,1992,7,27,13.779022
1992-07-28,1992,7,28,13.781738
1992-07-29,1992,7,29,13.85495
1992-07-30,1992,7,30,14.104187
1992-07-31,1992,7,31,14.481873
1992-08-01,1992,8,1,14.389343
1992-08-02,1992,8,2,13.521362
1992-08-03,1992,8,3,14.0095825
1992-08-04,1992,8,4,14.260193
1992-08-05,1992,8,5,13.75946
1992-08-06,1992,8,6,13.903809
1992-08-07,1992,8,7,13.712982
1992-08-08,1992,8,8,13.921265
1992-08-09,1992,8,9,13.930267
1992-08-10,1992,8,10,13.760376
1992-08-11,1992,8,11,13.801056
1992-08-12,1992,8,12,12.908905
1992-08-13,1992,8,13,13.403137
1992-08-14,1992,8,14,13.906738
1992-08-15,1992,8,15,13.657318
1992-08-16,1992,8,16,12.986359
1992-08-17,1992,8,17,13.159821
1992-08-18,1992,8,18,13.89978
1992-08-19,1992,8,19,14.305969
1992-08-20,1992,8,20,14.103912
1992-08-21,1992,8,21,14.63739
1992-08-22,1992,8,22,14.388306
1992-08-23,1992,8,23,13.97406
1992-08-24,1992,8,24,13.637421
1992-08-25,1992,8,25,13.7404175
1992-08-26,1992,8,26,13.93811
1992-08-27,1992,8,27,14.2786255
1992-08-28,1992,8,28,14.695923
1992-08-29,1992,8,29,14.667969
1992-08-30,1992,8,30,14.098022
1992-08-31,1992,8,31,14.268921
1992-09-01,1992,9,1,14.435455
1992-09-02,1992,9,2,14.58783
1992-09-03,1992,9,3,14.56427
1992-09-04,1992,9,4,15.074097
1992-09-05,1992,9,5,14.442932
1992-09-06,1992,9,6,14.806763
1992-09-07,1992,9,7,14.586945
1992-09-08,1992,9,8,14.598694
1992-09-09,1992,9,9,14.36792
1992-09-10,1992,9,10,14.721802
1992-09-11,1992,9,11,14.853088
1992-09-12,1992,9,12,14.45105
1992-09-13,1992,9,13,14.358765
1992-09-14,1992,9,14,13.623779
1992-09-15,1992,9,15,13.22699
1992-09-16,1992,9,16,13.480103
1992-09-17,1992,9,17,13.403564
1992-09-18,1992,9,18,13.951233
1992-09-19,1992,9,19,13.505341
1992-09-20,1992,9,20,14.049713
1992-09-21,1992,9,21,13.955872
1992-09-22,1992,9,22,13.104309
1992-09-23,1992,9,23,13.463623
1992-09-24,1992,9,24,13.444885
1992-09-25,1992,9,25,13.504944
1992-09-26,1992,9,26,13.94696
1992-09-27,1992,9,27,13.978088
1992-09-28,1992,9,28,14.020081
1992-09-29,1992,9,29,14.079437
1992-09-30,1992,9,30,14.506958
1992-10-01,1992,10,1,14.222473
1992-10-02,1992,10,2,14.036072
1992-10-03,1992,10,3,13.460968
1992-10-04,1992,10,4,13.677063
1992-10-05,1992,10,5,13.81073
1992-10-06,1992,10,6,13.50354
1992-10-07,1992,10,7,13.207428
1992-10-08,1992,10,8,13.618835
1992-10-09,1992,10,9,13.656097
1992-10-10,1992,10,10,12.736176
1992-10-11,1992,10,11,12.6345215
1992-10-12,1992,10,12,13.093201
1992-10-13,1992,10,13,13.451752
1992-10-14,1992,10,14,14.2065735
1992-10-15,1992,10,15,14.523865
1992-10-16,1992,10,16,14.530273
1992-10-17,1992,10,17,14.468994
1992-10-18,1992,10,18,14.338959
1992-10-19,1992,10,19,14.0199585
1992-10-20,1992,10,20,13.93808
1992-10-21,1992,10,21,14.213074
1992-10-22,1992,10,22,14.083679
1992-10-23,1992,10,23,14.153015
1992-10-24,1992,10,24,13.926758
1992-10-25,1992,10,25,13.593536
1992-10-26,1992,10,26,14.124664
1992-10-27,1992,10,27,13.980743
1992-10-28,1992,10,28,14.279358
1992-10-29,1992,10,29,13.998291
1992-10-30,1992,10,30,14.61441
1992-10-31,1992,10,31,13.936951
1992-11-01,1992,11,1,14.458862
1992-11-02,1992,11,2,14.744324
1992-11-03,1992,11,3,14.358795
1992-11-04,1992,11,4,14.69809
1992-11-05,1992,11,5,14.067261
1992-11-06,1992,11,6,13.261993
1992-11-07,1992,11,7,13.125336
1992-11-08,1992,11,8,13.695984
1992-11-09,1992,11,9,13.8526
1992-11-10,1992,11,10,14.042206
1992-11-11,1992,11,11,13.50116
1992-11-12,1992,11,12,13.12088
1992-11-13,1992,11,13,13.070374
1992-11-14,1992,11,14,12.772522
1992-11-15,1992,11,15,13.200317
1992-11-16,1992,11,16,13.562592
1992-11-17,1992,11,17,12.824951
1992-11-18,1992,11,18,12.76828
1992-11-19,1992,11,19,12.703949
1992-11-20,1992,11,20,13.774353
1992-11-21,1992,11,21,13.232239
1992-11-22,1992,11,22,13.606873
1992-11-23,1992,11,23,13.3367
1992-11-24,1992,11,24,13.624695
1992-11-25,1992,11,25,13.275757
1992-11-26,1992,11,26,13.103516
1992-11-27,1992,11,27,12.598175
1992-11-28,1992,11,28,12.399597
1992-11-29,1992,11,29,12.277222
1992-11-30,1992,11,30,12.326202
1992-12-01,1992,12,1,12.874817
1992-12-02,1992,12,2,12.948547
1992-12-03,1992,12,3,13.188538
1992-12-04,1992,12,4,13.134003
1992-12-05,1992,12,5,13.136078
1992-12-06,1992,12,6,12.847107
1992-12-07,1992,12,7,13.410278
1992-12-08,1992,12,8,13.49353
1992-12-09,1992,12,9,12.999207
1992-12-10,1992,12,10,13.227295
1992-12-11,1992,12,11,13.202698
1992-12-12,1992,12,12,12.789734
1992-12-13,1992,12,13,12.762909
1992-12-14,1992,12,14,13.307526
1992-12-15,1992,12,15,13.845459
1992-12-16,1992,12,16,13.787048
1992-12-17,1992,12,17,13.8611145
1992-12-18,1992,12,18,13.703552
1992-12-19,1992,12,19,13.56665
1992-12-20,1992,12,20,13.355377
1992-12-21,1992,12,21,13.104858
1992-12-22,1992,12,22,13.344788
1992-12-23,1992,12,23,13.865448
1992-12-24,1992,12,24,13.530121
1992-12-25,1992,12,25,13.952881
1992-12-26,1992,12,26,14.012421
1992-12-27,1992,12,27,13.994751
1992-12-28,1992,12,28,14.123352
1992-12-29,1992,12,29,13.704651
1992-12-30,1992,12,30,14.080322
1992-12-31,1992,12,31,13.830017
1993-01-01,1993,1,1,13.501831
1993-01-02,1993,1,2,14.093018
1993-01-03,1993,1,3,14.53717
1993-01-04,1993,1,4,14.196747
1993-01-05,1993,1,5,14.176575
1993-01-06,1993,1,6,13.485107
1993-01-07,1993,1,7,13.15033
1993-01-08,1993,1,8,12.46405
1993-01-09,1993,1,9,12.938843
1993-01-10,1993,1,10,13.364746
1993-01-11,1993,1,11,13.039673
1993-01-12,1993,1,12,13.5980835
1993-01-13,1993,1,13,13.664581
1993-01-14,1993,1,14,13.639465
1993-01-15,1993,1,15,13.207031
1993-01-16,1993,1,16,13.0321045
1993-01-17,1993,1,17,13.769653
1993-01-18,1993,1,18,13.656433
1993-01-19,1993,1,19,13.7135315
1993-01-20,1993,1,20,13.86438
1993-01-21,1993,1,21,13.139404
1993-01-22,1993,1,22,13.383118
1993-01-23,1993,1,23,13.404724
1993-01-24,1993,1,24,13.936218
1993-01-25,1993,1,25,13.819397
1993-01-26,1993,1,26,14.3585205
1993-01-27,1993,1,27,14.479736
1993-01-28,1993,1,28,14.129822
1993-01-29,1993,1,29,14.245758
1993-01-30,1993,1,30,14.277222
1993-01-31,1993,1,31,14.887726
1993-02-01,1993,2,1,14.363434
1993-02-02,1993,2,2,13.931702
1993-02-03,1993,2,3,12.904114
1993-02-04,1993,2,4,13.233643
1993-02-05,1993,2,5,14.181061
1993-02-06,1993,2,6,13.951294
1993-02-07,1993,2,7,13.99234
1993-02-08,1993,2,8,14.126373
1993-02-09,1993,2,9,14.410431
1993-02-10,1993,2,10,14.496124
1993-02-11,1993,2,11,14.07843
1993-02-12,1993,2,12,14.03952
1993-02-13,1993,2,13,14.226959
1993-02-14,1993,2,14,14.2378235
1993-02-15,1993,2,15,14.215271
1993-02-16,1993,2,16,14.471802
1993-02-17,1993,2,17,14.416168
1993-02-18,1993,2,18,13.053497
1993-02-19,1993,2,19,13.542664
1993-02-20,1993,2,20,13.735382
1993-02-21,1993,2,21,13.239105
1993-02-22,1993,2,22,14.04892
1993-02-23,1993,2,23,14.369934
1993-02-24,1993,2,24,13.799164
1993-02-25,1993,2,25,13.452423
1993-02-26,1993,2,26,13.557861
1993-02-27,1993,2,27,14.134705
1993-02-28,1993,2,28,14.189453
1993-03-01,1993,3,1,14.232117
1993-03-02,1993,3,2,13.869843
1993-03-03,1993,3,3,14.091064
1993-03-04,1993,3,4,13.891663
1993-03-05,1993,3,5,13.772003
1993-03-06,1993,3,6,13.591492
1993-03-07,1993,3,7,14.1449585
1993-03-08,1993,3,8,14.111877
1993-03-09,1993,3,9,13.379639
1993-03-10,1993,3,10,13.46405
1993-03-11,1993,3,11,14.435852
1993-03-12,1993,3,12,14.561981
1993-03-13,1993,3,13,14.61377
1993-03-14,1993,3,14,14.490997
1993-03-15,1993,3,15,14.412537
1993-03-16,1993,3,16,14.438995
1993-03-17,1993,3,17,14.424652
1993-03-18,1993,3,18,13.44635
1993-03-19,1993,3,19,13.604553
1993-03-20,1993,3,20,13.483337
1993-03-21,1993,3,21,13.364563
1993-03-22,1993,3,22,13.693665
1993-03-23,1993,3,23,13.593018
1993-03-24,1993,3,24,13.127167
1993-03-25,1993,3,25,12.898834
1993-03-26,1993,3,26,13.140167
1993-03-27,1993,3,27,12.993195
1993-03-28,1993,3,28,12.570831
1993-03-29,1993,3,29,12.705627
1993-03-30,1993,3,30,13.10791
1993-03-31,1993,3,31,13.539246
1993-04-01,1993,4,1,13.772217
1993-04-02,1993,4,2,13.576599
1993-04-03,1993,4,3,13.825745
1993-04-04,1993,4,4,13.904907
1993-04-05,1993,4,5,14.493591
1993-04-06,1993,4,6,13.770081
1993-04-07,1993,4,7,13.744629
1993-04-08,1993,4,8,13.560425
1993-04-09,1993,4,9,13.420227
1993-04-10,1993,4,10,13.208466
1993-04-11,1993,4,11,13.80188
1993-04-12,1993,4,12,14.262878
1993-04-13,1993,4,13,14.115662
1993-04-14,1993,4,14,13.375427
1993-04-15,1993,4,15,13.297302
1993-04-16,1993,4,16,13.606445
1993-04-17,1993,4,17,13.785156
1993-04-18,1993,4,18,13.116577
1993-04-19,1993,4,19,13.44043
1993-04-20,1993,4,20,13.656097
1993-04-21,1993,4,21,13.647614
1993-04-22,1993,4,22,14.707031
1993-04-23,1993,4,23,13.817566
1993-04-24,1993,4,24,13.96579
1993-04-25,1993,4,25,13.685303
1993-04-26,1993,4,26,13.707123
1993-04-27,1993,4,27,13.492523
1993-04-28,1993,4,28,13.675629
1993-04-29,1993,4,29,13.300171
1993-04-30,1993,4,30,13.405212
1993-05-01,1993,5,1,13.295471
1993-05-02,1993,5,2,13.301697
1993-05-03,1993,5,3,13.069489
1993-05-04,1993,5,4,12.757782
1993-05-05,1993,5,5,13.586914
1993-05-06,1993,5,6,13.795044
1993-05-07,1993,5,7,14.397644
1993-05-08,1993,5,8,14.183777
1993-05-09,1993,5,9,13.858398
1993-05-10,1993,5,10,13.65744
1993-05-11,1993,5,11,13.821136
1993-05-12,1993,5,12,14.135315
1993-05-13,1993,5,13,13.806702
