time,Year,Month,tas
2053-05-31,2053,5,18.614895
2053-06-30,2053,6,18.481083
2053-07-31,2053,7,17.475168
2053-08-31,2053,8,17.085165
2053-09-30,2053,9,19.375486
2053-10-31,2053,10,19.826403
2053-11-30,2053,11,19.213924
2053-12-31,2053,12,20.198215
2054-01-31,2054,1,21.56856
2054-02-28,2054,2,21.695997
2054-03-31,2054,3,21.15527
2054-04-30,2054,4,21.069643
2054-05-31,2054,5,19.640116
2054-06-30,2054,6,19.34008
2054-07-31,2054,7,18.600988
2054-08-31,2054,8,18.518623
2054-09-30,2054,9,20.619009
2054-10-31,2054,10,20.154293
2054-11-30,2054,11,19.845186
2054-12-31,2054,12,20.105127
2055-01-31,2055,1,19.903732
2055-02-28,2055,2,21.268354
2055-03-31,2055,3,20.45831
2055-04-30,2055,4,20.513561
2055-05-31,2055,5,19.222439
2055-06-30,2055,6,18.061487
2055-07-31,2055,7,17.149197
2055-08-31,2055,8,18.517311
2055-09-30,2055,9,19.772734
2055-10-31,2055,10,19.967918
2055-11-30,2055,11,19.920788
2055-12-31,2055,12,20.266106
2056-01-31,2056,1,21.307064
2056-02-29,2056,2,21.037832
2056-03-31,2056,3,20.559633
2056-04-30,2056,4,20.286066
2056-05-31,2056,5,19.099617
2056-06-30,2056,6,18.075956
2056-07-31,2056,7,17.066092
2056-08-31,2056,8,17.877428
2056-09-30,2056,9,19.22171
2056-10-31,2056,10,19.483242
2056-11-30,2056,11,19.546305
2056-12-31,2056,12,19.557856
2057-01-31,2057,1,20.14309
2057-02-28,2057,2,22.015469
2057-03-31,2057,3,20.73433
2057-04-30,2057,4,20.511776
2057-05-31,2057,5,19.17788
2057-06-30,2057,6,18.107618
2057-07-31,2057,7,17.447975
2057-08-31,2057,8,19.662344
2057-09-30,2057,9,20.182459
2057-10-31,2057,10,20.920582
2057-11-30,2057,11,20.10954
2057-12-31,2057,12,20.848034
2058-01-31,2058,1,22.026134
2058-02-28,2058,2,21.756887
2058-03-31,2058,3,23.862648
2058-04-30,2058,4,21.426771
2058-05-31,2058,5,20.283731
2058-06-30,2058,6,18.133036
2058-07-31,2058,7,17.339344
2058-08-31,2058,8,19.466234
2058-09-30,2058,9,20.45074
2058-10-31,2058,10,20.584646
2058-11-30,2058,11,19.649618
2058-12-31,2058,12,19.199114
2059-01-31,2059,1,20.225702
2059-02-28,2059,2,21.166536
2059-03-31,2059,3,22.394903
2059-04-30,2059,4,22.419031
2059-05-31,2059,5,19.65952
2059-06-30,2059,6,18.596153
2059-07-31,2059,7,18.392456
2059-08-31,2059,8,17.870207
2059-09-30,2059,9,19.686422
2059-10-31,2059,10,19.940748
2059-11-30,2059,11,19.715178
2059-12-31,2059,12,20.133896
2060-01-31,2060,1,21.318462
2060-02-29,2060,2,21.314383
2060-03-31,2060,3,21.841328
2060-04-30,2060,4,20.816126
2060-05-31,2060,5,19.525206
2060-06-30,2060,6,18.715874
2060-07-31,2060,7,17.682585
2060-08-31,2060,8,18.755823
2060-09-30,2060,9,20.563223
2060-10-31,2060,10,20.209124
2060-11-30,2060,11,20.810627
2060-12-31,2060,12,21.758726
2061-01-31,2061,1,23.078512
2061-02-28,2061,2,24.050129
2061-03-31,2061,3,22.620083
2061-04-30,2061,4,20.964771
2061-05-31,2061,5,20.054367
2061-06-30,2061,6,19.025724
2061-07-31,2061,7,19.068226
2061-08-31,2061,8,19.385508
2061-09-30,2061,9,21.555994
2061-10-31,2061,10,20.680464
2061-11-30,2061,11,19.992073
2061-12-31,2061,12,19.869467
2062-01-31,2062,1,20.95355
2062-02-28,2062,2,21.29164
2062-03-31,2062,3,22.684212
2062-04-30,2062,4,20.950464
2062-05-31,2062,5,20.318615
2062-06-30,2062,6,18.653982
2062-07-31,2062,7,18.835398
2062-08-31,2062,8,19.078568
2062-09-30,2062,9,20.814917
2062-10-31,2062,10,20.90092
2062-11-30,2062,11,19.943672
2062-12-31,2062,12,19.694332
2063-01-31,2063,1,21.160967
2063-02-28,2063,2,22.418211
2063-03-31,2063,3,21.669962
2063-04-30,2063,4,20.526234
2063-05-31,2063,5,19.487375
2063-06-30,2063,6,18.468626
2063-07-31,2063,7,18.000208
2063-08-31,2063,8,18.785698
2063-09-30,2063,9,19.880856
2063-10-31,2063,10,19.98013
2063-11-30,2063,11,19.737492
2063-12-31,2063,12,19.746645
2064-01-31,2064,1,20.161255
2064-02-29,2064,2,20.37425
2064-03-31,2064,3,20.267073
2064-04-30,2064,4,20.45874
2064-05-31,2064,5,19.354818
2064-06-30,2064,6,18.402567
2064-07-31,2064,7,17.149256
2064-08-31,2064,8,18.802069
2064-09-30,2064,9,20.665127
2064-10-31,2064,10,20.32089
2064-11-30,2064,11,20.161604
2064-12-31,2064,12,20.594559
2065-01-31,2065,1,21.207397
2065-02-28,2065,2,22.563034
2065-03-31,2065,3,21.391047
2065-04-30,2065,4,21.821856
2065-05-31,2065,5,20.438555
2065-06-30,2065,6,18.799976
2065-07-31,2065,7,18.817966
2065-08-31,2065,8,20.2069
2065-09-30,2065,9,21.391317
2065-10-31,2065,10,21.840437
2065-11-30,2065,11,21.134666
2065-12-31,2065,12,22.322428
2066-01-31,2066,1,23.355312
2066-02-28,2066,2,24.550589
2066-03-31,2066,3,22.987816
2066-04-30,2066,4,21.67203
2066-05-31,2066,5,21.274925
2066-06-30,2066,6,18.186066
2066-07-31,2066,7,17.633608
2066-08-31,2066,8,19.857698
2066-09-30,2066,9,21.067175
2066-10-31,2066,10,20.483288
2066-11-30,2066,11,20.170654
2066-12-31,2066,12,19.840942
2067-01-31,2067,1,21.614153
2067-02-28,2067,2,21.001144
2067-03-31,2067,3,22.142357
2067-04-30,2067,4,22.180021
2067-05-31,2067,5,20.455791
2067-06-30,2067,6,19.271343
2067-07-31,2067,7,18.183725
2067-08-31,2067,8,18.691065
2067-09-30,2067,9,19.91471
2067-10-31,2067,10,21.058334
2067-11-30,2067,11,20.756514
2067-12-31,2067,12,20.416346
2068-01-31,2068,1,22.73727
2068-02-29,2068,2,22.39066
2068-03-31,2068,3,22.276463
2068-04-30,2068,4,21.134314
2068-05-31,2068,5,19.117405
2068-06-30,2068,6,19.024422
2068-07-31,2068,7,18.564444
2068-08-31,2068,8,19.031712
2068-09-30,2068,9,19.989164
2068-10-31,2068,10,19.864927
2068-11-30,2068,11,20.165884
2068-12-31,2068,12,20.786001
2069-01-31,2069,1,21.778782
2069-02-28,2069,2,22.460129
2069-03-31,2069,3,23.700739
2069-04-30,2069,4,21.264355
2069-05-31,2069,5,19.863045
2069-06-30,2069,6,19.496521
2069-07-31,2069,7,17.537178
2069-08-31,2069,8,19.073345
2069-09-30,2069,9,21.39906
2069-10-31,2069,10,20.47926
2069-11-30,2069,11,20.383793
2069-12-31,2069,12,20.497723
2070-01-31,2070,1,22.180851
2070-02-28,2070,2,23.10376
2070-03-31,2070,3,22.582373
2070-04-30,2070,4,21.021475
2070-05-31,2070,5,20.44448
2070-06-30,2070,6,18.096287
2070-07-31,2070,7,18.795326
2070-08-31,2070,8,19.684393
2070-09-30,2070,9,22.08705
2070-10-31,2070,10,22.34119
2070-11-30,2070,11,20.412495
2070-12-31,2070,12,21.301237
2071-01-31,2071,1,22.56163
2071-02-28,2071,2,22.74051
2071-03-31,2071,3,22.41223
2071-04-30,2071,4,21.861141
2071-05-31,2071,5,20.057224
2071-06-30,2071,6,19.498405
2071-07-31,2071,7,18.584799
2071-08-31,2071,8,19.083763
2071-09-30,2071,9,21.339336
2071-10-31,2071,10,21.349865
2071-11-30,2071,11,20.128181
2071-12-31,2071,12,21.295757
2072-01-31,2072,1,22.662731
2072-02-29,2072,2,23.537533
2072-03-31,2072,3,22.214016
2072-04-30,2072,4,21.59617
2072-05-31,2072,5,19.922382
2072-06-30,2072,6,18.17055
2072-07-31,2072,7,18.63853
2072-08-31,2072,8,20.289099
2072-09-30,2072,9,20.822727
2072-10-31,2072,10,20.614935
2072-11-30,2072,11,21.077091
2072-12-31,2072,12,21.742155
2073-01-31,2073,1,23.065023
2073-02-28,2073,2,23.50563
2073-03-31,2073,3,22.677761
2073-04-30,2073,4,20.950085
2073-05-31,2073,5,20.76429
2073-06-30,2073,6,19.771877
2073-07-31,2073,7,19.031052
2073-08-31,2073,8,20.695698
2073-09-30,2073,9,22.961275
2073-10-31,2073,10,21.986385
2073-11-30,2073,11,21.47952
2073-12-31,2073,12,21.136238
2074-01-31,2074,1,23.789913
2074-02-28,2074,2,23.44389
2074-03-31,2074,3,24.055796
2074-04-30,2074,4,23.88402
2074-05-31,2074,5,20.415297
2074-06-30,2074,6,18.969273
2074-07-31,2074,7,18.486273
2074-08-31,2074,8,19.841856
2074-09-30,2074,9,20.794746
2074-10-31,2074,10,20.71414
2074-11-30,2074,11,20.597534
2074-12-31,2074,12,20.0904
2075-01-31,2075,1,20.916174
2075-02-28,2075,2,20.688839
2075-03-31,2075,3,22.26714
2075-04-30,2075,4,20.45515
2075-05-31,2075,5,19.517712
2075-06-30,2075,6,18.876245
2075-07-31,2075,7,17.258541
2075-08-31,2075,8,19.424404
2075-09-30,2075,9,21.225468
2075-10-31,2075,10,21.862095
2075-11-30,2075,11,21.382784
2075-12-31,2075,12,21.134161
2076-01-31,2076,1,22.997776
2076-02-29,2076,2,22.845821
2076-03-31,2076,3,22.162975
2076-04-30,2076,4,22.064924
2076-05-31,2076,5,20.149942
2076-06-30,2076,6,18.373512
2076-07-31,2076,7,18.34191
2076-08-31,2076,8,19.228615
2076-09-30,2076,9,21.4613
2076-10-31,2076,10,21.219622
2076-11-30,2076,11,20.747103
2076-12-31,2076,12,21.394115
2077-01-31,2077,1,21.334476
2077-02-28,2077,2,22.841684
2077-03-31,2077,3,22.255411
2077-04-30,2077,4,21.446632
2077-05-31,2077,5,20.815125
2077-06-30,2077,6,19.370924
2077-07-31,2077,7,17.47902
2077-08-31,2077,8,20.02678
2077-09-30,2077,9,20.830572
2077-10-31,2077,10,20.606976
2077-11-30,2077,11,20.509523
2077-12-31,2077,12,20.90928
2078-01-31,2078,1,21.46928
2078-02-28,2078,2,22.14447
2078-03-31,2078,3,23.051804
2078-04-30,2078,4,21.636518
2078-05-31,2078,5,20.375404
2078-06-30,2078,6,18.788628
2078-07-31,2078,7,17.72735
2078-08-31,2078,8,19.166498
2078-09-30,2078,9,20.837961
2078-10-31,2078,10,20.44556
2078-11-30,2078,11,20.867016
2078-12-31,2078,12,21.314114
2079-01-31,2079,1,21.788944
2079-02-28,2079,2,22.904388
2079-03-31,2079,3,22.233118
2079-04-30,2079,4,21.506954
2079-05-31,2079,5,21.60511
2079-06-30,2079,6,18.290886
2079-07-31,2079,7,19.656727
2079-08-31,2079,8,19.200079
2079-09-30,2079,9,21.97732
2079-10-31,2079,10,21.776848
2079-11-30,2079,11,20.375362
2079-12-31,2079,12,20.860008
2080-01-31,2080,1,22.475258
2080-02-29,2080,2,24.633863
2080-03-31,2080,3,23.984612
2080-04-30,2080,4,21.535461
2080-05-31,2080,5,20.848251
2080-06-30,2080,6,19.445137
2080-07-31,2080,7,18.486631
2080-08-31,2080,8,19.937933
2080-09-30,2080,9,21.850248
2080-10-31,2080,10,21.169394
2080-11-30,2080,11,21.13296
2080-12-31,2080,12,21.754375
2081-01-31,2081,1,22.232359
2081-02-28,2081,2,23.596258
2081-03-31,2081,3,24.23574
2081-04-30,2081,4,20.907621
2081-05-31,2081,5,20.080803
2081-06-30,2081,6,19.899605
2081-07-31,2081,7,18.351122
2081-08-31,2081,8,20.20525
2081-09-30,2081,9,21.62494
2081-10-31,2081,10,21.168812
2081-11-30,2081,11,20.77436
2081-12-31,2081,12,21.06725
2082-01-31,2082,1,21.937449
2082-02-28,2082,2,22.9996
2082-03-31,2082,3,24.493963
2082-04-30,2082,4,21.839926
2082-05-31,2082,5,19.998274
2082-06-30,2082,6,18.748158
2082-07-31,2082,7,18.222147
2082-08-31,2082,8,20.444563
2082-09-30,2082,9,22.917309
2082-10-31,2082,10,22.714663
2082-11-30,2082,11,21.564201
2082-12-31,2082,12,22.964876
2083-01-31,2083,1,25.357702
2083-02-28,2083,2,26.333296
2083-03-31,2083,3,27.120302
2083-04-30,2083,4,22.117847
2083-05-31,2083,5,21.515873
2083-06-30,2083,6,19.796797
2083-07-31,2083,7,19.559597
2083-08-31,2083,8,21.36056
2083-09-30,2083,9,23.195316
2083-10-31,2083,10,22.269255
2083-11-30,2083,11,22.582487
2083-12-31,2083,12,22.404362
2084-01-31,2084,1,22.731934
2084-02-29,2084,2,24.062424
2084-03-31,2084,3,23.051613
2084-04-30,2084,4,21.679073
2084-05-31,2084,5,20.57883
2084-06-30,2084,6,19.710234
2084-07-31,2084,7,18.46127
2084-08-31,2084,8,19.74956
2084-09-30,2084,9,21.208504
2084-10-31,2084,10,21.879034
2084-11-30,2084,11,21.191484
2084-12-31,2084,12,20.987167
2085-01-31,2085,1,23.00506
2085-02-28,2085,2,22.91652
2085-03-31,2085,3,23.270197
2085-04-30,2085,4,22.336832
2085-05-31,2085,5,21.733461
2085-06-30,2085,6,20.44475
2085-07-31,2085,7,19.836828
2085-08-31,2085,8,18.925156
2085-09-30,2085,9,21.659178
2085-10-31,2085,10,21.701427
2085-11-30,2085,11,20.523003
2085-12-31,2085,12,20.979937
2086-01-31,2086,1,22.460705
2086-02-28,2086,2,23.364092
2086-03-31,2086,3,23.349398
2086-04-30,2086,4,22.111885
2086-05-31,2086,5,21.666826
2086-06-30,2086,6,19.88989
2086-07-31,2086,7,20.052612
2086-08-31,2086,8,19.802023
2086-09-30,2086,9,21.643253
2086-10-31,2086,10,21.571077
2086-11-30,2086,11,21.130787
2086-12-31,2086,12,21.886845
2087-01-31,2087,1,21.993273
2087-02-28,2087,2,23.751417
2087-03-31,2087,3,23.483232
2087-04-30,2087,4,22.142506
2087-05-31,2087,5,20.53872
2087-06-30,2087,6,19.889318
2087-07-31,2087,7,19.907978
2087-08-31,2087,8,19.877117
2087-09-30,2087,9,21.499926
2087-10-31,2087,10,22.041685
2087-11-30,2087,11,21.153109
2087-12-31,2087,12,21.857624
2088-01-31,2088,1,23.533134
2088-02-29,2088,2,24.43832
2088-03-31,2088,3,25.005848
2088-04-30,2088,4,22.140501
2088-05-31,2088,5,21.419127
2088-06-30,2088,6,19.968388
2088-07-31,2088,7,19.662327
2088-08-31,2088,8,20.049494
2088-09-30,2088,9,22.299023
2088-10-31,2088,10,22.494738
2088-11-30,2088,11,20.973116
2088-12-31,2088,12,20.991085
2089-01-31,2089,1,22.401533
2089-02-28,2089,2,23.682102
2089-03-31,2089,3,22.356106
2089-04-30,2089,4,22.21731
2089-05-31,2089,5,20.292831
2089-06-30,2089,6,19.55595
2089-07-31,2089,7,17.983639
2089-08-31,2089,8,19.583233
2089-09-30,2089,9,22.629383
2089-10-31,2089,10,22.328377
2089-11-30,2089,11,21.163994
2089-12-31,2089,12,21.624226
2090-01-31,2090,1,23.153854
2090-02-28,2090,2,23.939466
2090-03-31,2090,3,23.425367
2090-04-30,2090,4,23.504538
2090-05-31,2090,5,21.393152
2090-06-30,2090,6,18.728264
2090-07-31,2090,7,19.959661
2090-08-31,2090,8,20.505428
2090-09-30,2090,9,21.937908
2090-10-31,2090,10,23.521765
2090-11-30,2090,11,21.720251
2090-12-31,2090,12,21.067423
2091-01-31,2091,1,23.22607
2091-02-28,2091,2,25.58768
2091-03-31,2091,3,22.928747
2091-04-30,2091,4,22.739498
2091-05-31,2091,5,20.583918
2091-06-30,2091,6,20.083199
2091-07-31,2091,7,19.899305
2091-08-31,2091,8,20.658546
2091-09-30,2091,9,22.05817
2091-10-31,2091,10,23.53994
2091-11-30,2091,11,22.168867
2091-12-31,2091,12,22.48369
2092-01-31,2092,1,24.14349
2092-02-29,2092,2,23.955845
2092-03-31,2092,3,24.174664
2092-04-30,2092,4,22.141409
2092-05-31,2092,5,20.944962
2092-06-30,2092,6,19.608538
2092-07-31,2092,7,19.507446
2092-08-31,2092,8,20.824427
2092-09-30,2092,9,22.708307
2092-10-31,2092,10,21.58722
2092-11-30,2092,11,20.59091
2092-12-31,2092,12,21.049353
2093-01-31,2093,1,22.609154
2093-02-28,2093,2,23.907475
2093-03-31,2093,3,23.357162
2093-04-30,2093,4,21.961332
2093-05-31,2093,5,20.928852
2093-06-30,2093,6,20.001387
2093-07-31,2093,7,19.097158
2093-08-31,2093,8,20.13241
2093-09-30,2093,9,22.340706
2093-10-31,2093,10,23.008509
2093-11-30,2093,11,21.383642
2093-12-31,2093,12,22.00328
2094-01-31,2094,1,23.520693
2094-02-28,2094,2,23.73819
2094-03-31,2094,3,22.916346
2094-04-30,2094,4,21.725655
2094-05-31,2094,5,20.51449
2094-06-30,2094,6,19.528023
2094-07-31,2094,7,19.619274
2094-08-31,2094,8,21.402433
2094-09-30,2094,9,22.388798
2094-10-31,2094,10,23.301249
2094-11-30,2094,11,21.567533
2094-12-31,2094,12,22.58951
2095-01-31,2095,1,23.27276
2095-02-28,2095,2,24.770267
2095-03-31,2095,3,22.561357
2095-04-30,2095,4,22.259508
2095-05-31,2095,5,21.13728
2095-06-30,2095,6,18.759115
2095-07-31,2095,7,19.968609
2095-08-31,2095,8,21.93516
2095-09-30,2095,9,23.4959
2095-10-31,2095,10,24.58802
2095-11-30,2095,11,22.5955
2095-12-31,2095,12,23.075642
2096-01-31,2096,1,23.884466
2096-02-29,2096,2,25.48526
2096-03-31,2096,3,25.857504
2096-04-30,2096,4,24.815248
2096-05-31,2096,5,23.070635
2096-06-30,2096,6,19.925207
2096-07-31,2096,7,19.314882
2096-08-31,2096,8,21.75116
2096-09-30,2096,9,24.379162
2096-10-31,2096,10,24.724514
2096-11-30,2096,11,22.402657
2096-12-31,2096,12,23.711515
2097-01-31,2097,1,24.659262
2097-02-28,2097,2,25.531145
2097-03-31,2097,3,26.344463
2097-04-30,2097,4,23.259005
2097-05-31,2097,5,21.856127
2097-06-30,2097,6,19.408236
2097-07-31,2097,7,19.807213
2097-08-31,2097,8,21.84717
2097-09-30,2097,9,24.934322
2097-10-31,2097,10,24.961706
2097-11-30,2097,11,22.838285
2097-12-31,2097,12,24.0754
2098-01-31,2098,1,26.415379
2098-02-28,2098,2,27.648241
2098-03-31,2098,3,27.244576
2098-04-30,2098,4,23.877432
2098-05-31,2098,5,21.962755
2098-06-30,2098,6,21.521753
2098-07-31,2098,7,20.109879
2098-08-31,2098,8,22.836393
2098-09-30,2098,9,25.95108
2098-10-31,2098,10,24.264555
2098-11-30,2098,11,22.356707
2098-12-31,2098,12,24.368649
2099-01-31,2099,1,25.646805
2099-02-28,2099,2,24.255808
2099-03-31,2099,3,24.88242
2099-04-30,2099,4,22.840527
2099-05-31,2099,5,22.32345
2099-06-30,2099,6,20.775154
2099-07-31,2099,7,20.302246
2099-08-31,2099,8,21.334658
2099-09-30,2099,9,23.922953
2099-10-31,2099,10,24.290909
2099-11-30,2099,11,21.889502
2099-12-31,2099,12,22.82952
2100-01-31,2100,1,23.890621
2100-02-28,2100,2,23.744476
2100-03-31,2100,3,24.24416
2100-04-30,2100,4,22.626692
2100-05-31,2100,5,21.975838
2100-06-30,2100,6,20.70692
2100-07-31,2100,7,20.622066
2100-08-31,2100,8,20.64997
2100-09-30,2100,9,22.419239
2100-10-31,2100,10,22.447124
2100-11-30,2100,11,21.615227
2100-12-31,2100,12,22.034542
